Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Outage Duration,Outage Hour,Area Affected,NERC Region,Alert Criteria,Event Type,Event Category,Demand Loss (MW),Number of Customers Affected,,
10/28/2021,0.59375,10/30/2021,0.333333333,66,+6,"Texas: Angelina County, Bell County, Cherokee County, Collin County, Denton County, Dallas County, Ellis County, Hunt County, Johnson County, McLennan County, Nacogdoches County, Smith County, Tarrant County, Travis County, Williamson County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,250000,,
10/28/2021,0.614583333,10/29/2021,0.854166667,54,+6,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,130000,,
10/28/2021,0.504166667,10/28/2021,0.520833333,0,3,Texas: Haskell County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack/Vandalism,Human Attack,Unknown,Unknown,,
10/29/2021,0.597222222,10/29/2021,0.625,1,3,Vermont: Lamoille County;,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
10/30/2021,0.313194444,Unknown,Unknown,#VALUE!,#VALUE!,New Jersey:,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,Unknown,Unknown,,
10/31/2021,0.325694444,10/31/2021,0.397222222,2,3,California: Alameda County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Human Attack,0,0,,
11/04/2021,0.898611111,11/04/2021,0.95625,1,3,Montana: Hill County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,Equipment Failure,44,Unknown,,
11/06/2021,0.28125,11/06/2021,0.291666667,1,3,Pennsylvania: York County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
11/06/2021,0.361111111,11/06/2021,0.361805556,0,3,Washington: Grant County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,Unknown,350,,
11/08/2021,0.953472222,11/08/2021,0.98125,1,3,Washington: King County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,Equipment Failure,9,Unknown,,
11/09/2021,0.75,11/09/2021,0.833333333,2,3,Mississippi: Coahoma County;,SERC, Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,System Operations,Equipment Failure,Unknown,Unknown,,
11/09/2021,0.368055556,11/09/2021,0.666666667,8,+6,Indiana: Floyd County;,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
11/10/2021,0.888194444,11/11/2021,0.054861111,28,+6,Texas: Brazos County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,0,0,,
11/10/2021,0.409027778,11/10/2021,0.420138889,1,3,New York:,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,0,0,,
11/11/2021,0.244444444,11/11/2021,0.25625,1,3,Texas: Montgomery County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,Equipment Failure,67,Unknown,,
11/12/2021,0.291666667,11/12/2021,0.301388889,0,3,Oregon: Multnomah County; Washington: Idaho: Utah: Wyoming:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
11/15/2021,0.490972222,Unknown,Unknown,#VALUE!,#VALUE!,Colorado: Larimer County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspicious Activity,Suspicious Activity,0,0,,
11/15/2021,0.458333333,11/17/2021,0.25,67,+6,"Washington: King County, Kitsap County, Whatcom County, Thurston County, Pierce County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,90000,,
11/16/2021,0.029166667,11/16/2021,0.315972222,7,+6,California: Los Angeles County;,WECC,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Suspicious Activity,Suspicious Activity,0,0,,
11/16/2021,0.734027778,11/16/2021,0.764583333,1,3,Maryland: Baltimore County;,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
11/17/2021,0.529861111,11/17/2021,0.559027778,1,3,Michigan: Wexford County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
11/17/2021,0.55,Unknown,Unknown,#VALUE!,#VALUE!,Colorado: Larimer County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Human Attack,0,0,,
11/21/2021,0.416666667,11/21/2021,0.417361111,0,3,Wisconsin:,MRO/RF,Cyber Security Incident that was an attempt to compromise a High or Medium Impact Bulk Electric System Cyber System or their associated Electronic Access Control or Monitoring Systems,Cyber Event,Human Attack,0,0,,
11/24/2021,0.416666667,11/26/2021,0.43125,72,+6,"California: Riverside County, Ventura County, San Bernardino County, Orange County, Los Angeles County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,81406,,
11/30/2021,0.281944444,11/30/2021,0.282638889,0,3,North Carolina: South Carolina:,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,Equipment Failure,0,0,,
11/30/2021,0.286111111,11/30/2021,0.309027778,1,3,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
11/30/2021,0.574305556,11/30/2021,0.597916667,1,3,California:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,Equipment Failure,10,6000,,
11/30/2021,0.208333333,11/30/2021,0.209027778,0,3,Oregon: Multnomah County; Washington: Idaho: Utah: Wyoming:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
12/01/2021,0.419444444,12/01/2021,0.547222222,3,3,Wisconsin: Eau Claire County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
12/02/2021,0.439583333,12/02/2021,0.548611111,3,3,Texas:,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
12/07/2021,0.60625,12/07/2021,0.652777778,1,3,Indiana: Putnam County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,0,0,,
12/08/2021,0.377777778,12/08/2021,0.399305556,0,3,New York: Broome County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
12/10/2021,0.504166667,12/10/2021,0.546527778,1,3,Idaho: Ada County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
12/11/2021,0.134027778,12/15/2021,0.645833333,132,+6,"Tennessee: Davidson County, Sumner County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,177,107344,,
12/11/2021,0.761111111,12/13/2021,0.708333333,71,+6,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,103000,,
12/11/2021,0.467361111,12/12/2021,0.9625,60,+6,Michigan:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,182410,,
12/11/2021,0.4375,12/11/2021,0.625,5,6,"Michigan: Van Buren County, Gladwin County, Montcalm County, Branch County, Allegan County, Ionia County, Newaygo County, Mecosta County, Lake County, Midland County, Ogemaw County, Osceola County, Tuscola County;",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,159947,,
12/12/2021,0.259722222,12/12/2021,0.277777778,0,3,Louisiana: De Soto Parish;,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Human Attack,36,Unknown,,
12/14/2021,0.311111111,12/14/2021,0.571527778,6,6,California: Humboldt County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,Natural Disaster,120,65994,,
12/14/2021,0.402083333,12/14/2021,0.408333333,0,3,Washington: Chelan County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,Equipment Failure,0,0,,
12/15/2021,0.791666667,12/16/2021,0.125,32,+6,Kansas:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,174000,,
12/15/2021,0.75,12/16/2021,0.375,39,+6,Iowa: Wisconsin:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,134000,,
12/15/2021,0.692361111,12/16/2021,0.479166667,43,+6,Missouri: Kansas:,SERC/MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,0,258000,,
12/15/2021,0.833333333,Unknown,Unknown,#VALUE!,#VALUE!,Wisconsin:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,80000,,
12/15/2021,0.833333333,Unknown,Unknown,#VALUE!,#VALUE!,Wisconsin:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,156000,,
12/15/2021,0.875,Unknown,Unknown,#VALUE!,#VALUE!,Iowa: Minnesota:,MRO," Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Severe Weather,Natural Disaster,Unknown,Unknown,,
12/15/2021,0.663888889,12/15/2021,0.727083333,2,3,Nebraska: Burt County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,Equipment Failure,5,Unknown,,
12/15/2021,0.692361111,Unknown,Unknown,#VALUE!,#VALUE!,Missouri: Kansas:,SERC/MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,Unknown,,
12/16/2021,0.25,12/16/2021,0.833333333,14,+6,"Michigan: Antrim County, Kalkaska County, Grand Traverse County, Leelanau County, Benzie County, Manistee County, Wexford County, Missaukee County, Lake County, Osceola County, Oceana County, Newaygo County, Mecosta County, Emmet County, Charlevoix County, Cheboygan County, Clare County, Roscommon County, Crawford County, Ogemaw County;",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,200675,,
12/18/2021,0.544444444,12/18/2021,0.915972222,8,+6,California:,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure or to operations,Suspicious Activity,Suspicious Activity,10,11770,,
12/19/2021,0.866666667,12/19/2021,0.875,1,3,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
12/21/2021,0.915972222,12/22/2021,0.59375,41,+6,Texas: Cameron County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,Equipment Failure,22,Unknown,,
12/23/2021,0.048611111,12/23/2021,0.052083333,0,3,Pennsylvania: York County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
12/23/2021,0.584722222,12/23/2021,0.621527778,0,3,Massachusetts: Suffolk County[13];,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,Equipment Failure,0,0,,
12/24/2021,0.023611111,12/24/2021,0.277777778,6,6,Texas: Rusk County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,Equipment Failure,Unknown,Unknown,,
12/27/2021,0.174305556,01/01/2022,0.111805556,118,+6,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,381,115830,,
12/27/2021,0.875694444,12/30/2021,0.382638889,84,+6,California: Humboldt County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,Equipment Failure,120,65994,,
12/29/2021,0.458333333,12/29/2021,0.5,1,3,Nevada: Clark County;,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
12/30/2021,0.785416667,Unknown,Unknown,#VALUE!,#VALUE!,"Missouri: Adair County, Putnam County;",SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
01/09/2020,0.963194444,01/09/2020,0.971527778,0,3,Arkansas: Yell County;,SPP RE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,Natural Disaster,0,0,,
01/09/2020,0.864583333,01/10/2020,0.890972222,49,+6,Washington: King County;,WECC,Cyber event that could potentially impact electric power system adequacy or reliability.,Suspicious Activity,Suspicious Activity,0,0,,
01/09/2020,0.319444444,01/09/2020,0.366666667,1,3,Minnesota: North Dakota: Wisconsin:,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
01/09/2020,0.963194444,01/09/2020,0.970833333,0,3,Arkansas:,SPP RE,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,System Operations,Equipment Failure,Unknown,Unknown,,
01/10/2020,0.620138889,Unknown,Unknown,#VALUE!,#VALUE!,Tennessee: Hamilton County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,Unknown,Unknown,,
01/11/2020,0.100694444,01/11/2020,0.330555556,5,6,Arkansas: Cross County;,SPP RE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,Natural Disaster,22,7541,,
01/11/2020,0.959722222,01/12/2020,0.084027778,27,+6,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,66475,,
01/11/2020,0.145833333,01/11/2020,0.729166667,14,+6,Arkansas: Texas:,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,68138,,
01/11/2020,0.555555556,Unknown,Unknown,#VALUE!,#VALUE!,Tennessee:,SERC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Severe Weather,Natural Disaster,4,Unknown,,
01/11/2020,0.534722222,01/12/2020,0.564583333,49,+6,Alabama: Georgia: Mississippi:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,219,30715,,
01/12/2020,0.46875,01/12/2020,0.470833333,0,3,Texas: Brazos County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
01/14/2020,0,01/14/2020,0.041666667,1,3,Florida: Alachua County;,FRCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
01/16/2020,0.4625,01/16/2020,0.483333333,0,3,Texas: Harris County;,TRE,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
01/17/2020,0.227777778,01/17/2020,0.425694444,5,6,California: Humboldt County;,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Severe Weather/Transmission Interruption,Natural Disaster,87,67864,,
01/20/2020,0.270833333,01/20/2020,0.271527778,0,3,California: Los Angeles County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,Human Attack,0,0,,
01/22/2020,0.122916667,01/22/2020,0.136805556,1,3,Nevada: Humboldt County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,Human Attack,7,3120,,
01/23/2020,0.979166667,01/24/2020,0.027083333,25,+6,Florida: Manatee County;,FRCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,Human Attack,0,0,,
01/24/2020,0.190277778,Unknown,Unknown,#VALUE!,#VALUE!,California:,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,Fuel Deficiency,0,0,,
01/27/2020,0.590277778,01/27/2020,0.790277778,4,6,North Dakota: South Dakota: Montana:,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,540,130000,,
01/30/2020,0.125694444,01/30/2020,0.191666667,1,3,North Dakota: Burleigh County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,75,0,,
01/31/2020,0.409722222,02/03/2020,0.416666667,97,+6,California:,WECC,Cyber event that could potentially impact electric power system adequacy or reliability.,Suspicious Activity,Suspicious Activity,0,0,,
02/06/2020,0.603472222,02/07/2020,0.530555556,46,+6,North Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Distribution Interruption,Natural Disaster,Unknown,284256,,
02/06/2020,0.5625,02/07/2020,0.838888889,55,+6,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Transmission Interruption,Natural Disaster,Unknown,89500,,
02/07/2020,0.684027778,02/08/2020,0.5,44,+6,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,123359,,
02/07/2020,0.6125,02/10/2020,0.392361111,91,+6,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,7500,,
02/07/2020,0.458333333,Unknown,Unknown,#VALUE!,#VALUE!,Pennsylvania:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather/Distribution Interruption,Natural Disaster,Unknown,52000,,
02/07/2020,0.366666667,Unknown,Unknown,#VALUE!,#VALUE!,Virginia: North Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,Unknown,87000,,
02/08/2020,0.580555556,02/08/2020,0.627777778,2,3,California:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
02/09/2020,0.395833333,02/09/2020,0.902777778,12,+6,"California: Alameda County, Contra Costa County, El Dorado County, Nevada County, Placer County, Sierra County, Santa Clara County, Napa County, Marin County, Santa Cruz County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,500,145000,,
02/11/2020,0.120138889,02/11/2020,0.5625,11,+6,Texas: Sterling County;,TRE,Cyber event that could potentially impact electric power system adequacy or reliability.,System Operations,Equipment Failure,0,0,,
02/11/2020,0.300694444,02/11/2020,0.666666667,9,+6,Oregon: Clackamas County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,Unknown,0,,
02/12/2020,0.316666667,02/12/2020,0.370138889,1,3,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
02/13/2020,0.334027778,02/13/2020,0.609722222,6,6,Oregon:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
02/17/2020,0.407638889,02/17/2020,0.646527778,6,6,Alabama: Chambers County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,97,Unknown,,
02/17/2020,0.554166667,02/20/2020,0.410416667,92,+6,Michigan: Eaton County;,RF,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,Human Attack,0,0,,
02/17/2020,0.166666667,Unknown,Unknown,#VALUE!,#VALUE!,Northern and Central California;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,91,70000,,
02/18/2020,0.541666667,02/18/2020,0.583333333,1,3,California: Kern County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,Human Attack,0,0,,
02/25/2020,0.489583333,02/25/2020,0.541666667,2,3,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
02/26/2020,0.6875,02/26/2020,0.709722222,1,3,Oklahoma:,SPP RE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
02/26/2020,0.708333333,02/26/2020,0.753472222,1,3,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
02/26/2020,0.478472222,02/26/2020,0.509722222,1,3,South Dakota: Wyoming: Colorado:,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
02/29/2020,0.072916667,02/29/2020,0.104166667,1,3,"Nevada: Clark County, Washoe County;",WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
03/01/2020,0.477083333,03/01/2020,0.907638889,10,+6,Mississippi: Rankin County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,19,3136,,
03/01/2020,0.927083333,Unknown,Unknown,#VALUE!,#VALUE!,New York:,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
03/01/2020,0.333333333,Unknown,Unknown,#VALUE!,#VALUE!,Western NY,NPCC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,Fuel Deficiency,675,Unknown,,
03/02/2020,0.071527778,03/02/2020,0.113194444,1,3,"Nevada: Clark County, Washoe County;",WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
03/03/2020,0.604166667,03/03/2020,0.604861111,0,3,Alabama:,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
03/08/2020,0.923611111,03/09/2020,0.043055556,27,+6,Texas: Llano County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
03/12/2020,0.04375,03/12/2020,0.125,2,3,Pennsylvania:,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,40,15864,,
03/16/2020,0.500694444,03/16/2020,0.548611111,1,3,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Natural Disaster,165,110800,,
03/16/2020,0.333333333,03/16/2020,0.334027778,0,3,California: Los Angeles County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,Human Attack,0,0,,
03/16/2020,0.333333333,03/16/2020,0.334027778,0,3,California: Los Angeles County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,Human Attack,0,0,,
03/17/2020,0.4375,03/17/2020,0.486805556,1,3,Michigan: Washtenaw County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,6062,0,,
03/18/2020,0.297916667,Unknown,Unknown,#VALUE!,#VALUE!,Utah:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Natural Disaster,Natural Disaster,237,73000,,
03/19/2020,0.711805556,03/19/2020,0.738194444,0,3,Minnesota: St. Louis County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
03/20/2020,0.930555556,03/20/2020,0.979166667,1,3,Connecticut: Massachusetts: Rhode Island: Maine: New Hampshire: Vermont:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
03/20/2020,0.984722222,03/20/2020,0.999305556,0,3,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
03/20/2020,0.989583333,03/21/2020,0.020833333,25,+6,Connecticut: Massachusetts:,NPCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
03/23/2020,0.010416667,03/25/2020,0.715972222,89,+6,Wisconsin: Columbia County;,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
03/23/2020,0.59375,03/23/2020,0.692361111,2,3,Virginia:,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Sabotage,Human Attack,Unknown,1018,,
03/24/2020,0.53125,03/24/2020,0.583333333,2,3,California: Nevada County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
