Month,Day,Hour,DC Output (W),AC Output (W),Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (W/m2),Cell Temperature (C)
10,26,7,471.397,438.839,284,60,12,5.3,0.14,148.985,14.464
10,26,8,23.111,6.438,0,8,13,5.6,0.14,7.56,13.124
10,26,9,132.203,111.664,0,43,14,5.7,0.14,40.742,14.657
10,26,10,274.906,249.311,0,88,15,5.8,0.14,83.564,16.328
10,26,11,626.114,588.074,4,189,15,5.9,0.14,186.806,17.932
10,26,12,273.463,247.918,0,88,15,5.7,0.14,83.616,16.342
10,26,13,1069.022,1015.288,33,279,15,5.5,0.14,315.686,20.196
10,26,14,1009.646,958.016,51,250,15,5.4,0.14,295.936,19.94
10,26,15,866.863,820.292,94,190,15,5.2,0.14,251.198,19.312
10,26,16,969.184,918.988,498,77,14,4.6,0.14,285.264,19.259
10,26,17,80.372,61.67,134,20,13,4,0.14,44.29,13.703
10,26,18,0,0,0,0,11,3.8,0.14,0,11
10,26,19,0,0,0,0,10,3.7,0.14,0,10
10,26,20,0,0,0,0,10,3.5,0.14,0,10
10,26,21,0,0,0,0,9,4.1,0.14,0,9
10,26,22,0,0,0,0,9,4.7,0.14,0,9
10,26,23,0,0,0,0,9,4.8,0.14,0,9
10,27,0,0,0,0,0,8,4.7,0.14,0,8
10,27,1,0,0,0,0,8,4.4,0.14,0,8
10,27,2,0,0,0,0,7,3.9,0.14,0,7
10,27,3,0,0,0,0,6,3.6,0.14,0,6
10,27,4,0,0,0,0,6,3.5,0.14,0,6
10,27,5,0,0,0,0,6,3.4,0.14,0,6
10,27,6,0,0,0,0,6,3.6,0.14,0,6
10,27,7,557.991,522.365,429,48,7,4.2,0.14,176.328,10.344
10,27,8,1568.507,1497.074,686,80,9,4.7,0.14,438.345,17.049
10,27,9,2333.008,2234.486,805,97,11,4.6,0.14,668.708,23.426
10,27,10,2854.886,2737.872,865,107,13,4.5,0.14,843.032,28.84
10,27,11,3107.406,2981.444,891,113,15,4.4,0.14,937.055,32.825
10,27,12,3157.002,3029.282,902,111,16,4.3,0.14,959.285,34.496
10,27,13,2972.416,2851.237,882,109,17,4.1,0.14,901.457,34.887
10,27,14,2543.259,2437.287,835,104,18,4,0.14,760.667,33.337
10,27,15,1901.622,1818.386,737,95,17,3.7,0.14,553.808,28.7
10,27,16,1006.712,955.186,558,71,16,2.7,0.14,301.329,23.421
10,27,17,80.252,61.554,138,20,13,1.6,0.14,44.511,14.077
10,27,18,0,0,0,0,10,1.4,0.14,0,10
10,27,19,0,0,0,0,10,1.5,0.14,0,10
10,27,20,0,0,0,0,9,1.5,0.14,0,9
10,27,21,0,0,0,0,8,1.6,0.14,0,8
10,27,22,0,0,0,0,8,1.7,0.14,0,8
10,27,23,0,0,0,0,8,2.1,0.14,0,8
10,28,0,0,0,0,0,7,2.4,0.14,0,7
10,28,1,0,0,0,0,7,2.3,0.14,0,7
10,28,2,0,0,0,0,6,2,0.14,0,6
10,28,3,0,0,0,0,5,1.7,0.14,0,5
10,28,4,0,0,0,0,5,1.8,0.14,0,5
10,28,5,0,0,0,0,4,1.9,0.14,0,4
10,28,6,0,0,0,0,4,2.4,0.14,0,4
10,28,7,586.589,549.95,483,44,6,2.9,0.14,186.481,10.314
10,28,8,1610.704,1537.776,750,69,10,3.1,0.14,455.6,20.583
10,28,9,2376.004,2275.959,868,82,13,3.3,0.14,693.675,28.579
10,28,10,2854.181,2737.192,926,88,16,3.2,0.14,864.614,35.69
10,28,11,3121.013,2994.568,953,91,17,3,0.14,966.459,39.723
10,28,12,3162.803,3034.878,960,91,18,2.9,0.14,988.085,41.624
10,28,13,2976.497,2855.173,945,88,19,2.9,0.14,924.441,41.118
10,28,14,2582.111,2474.763,907,82,19,3,0.14,783.961,37.474
10,28,15,1973.693,1887.903,833,71,18,2.9,0.14,580.841,31.959
10,28,16,1080.329,1026.194,676,54,16,2,0.14,326.06,25.159
10,28,17,95.065,75.842,238,17,13,1.2,0.14,56.311,14.425
10,28,18,0,0,0,0,10,1.2,0.14,0,10
10,28,19,0,0,0,0,10,1.2,0.14,0,10
10,28,20,0,0,0,0,9,1.2,0.14,0,9
10,28,21,0,0,0,0,8,1.2,0.14,0,8
10,28,22,0,0,0,0,7,1.2,0.14,0,7
10,28,23,0,0,0,0,7,1.2,0.14,0,7
10,29,0,0,0,0,0,6,1.2,0.14,0,6
10,29,1,0,0,0,0,6,1.2,0.14,0,6
10,29,2,0,0,0,0,5,1.2,0.14,0,5
10,29,3,0,0,0,0,5,1.2,0.14,0,5
10,29,4,0,0,0,0,5,1.2,0.14,0,5
10,29,5,0,0,0,0,4,1.2,0.14,0,4
10,29,6,0,0,0,0,5,1.4,0.14,0,5
10,29,7,600.617,563.481,542,38,7,1.9,0.14,194.141,12.402
10,29,8,1618.842,1545.626,785,61,11,2.2,0.14,463.024,23.639
10,29,9,2339.858,2241.093,890,73,14,2.3,0.14,693.072,32.539
10,29,10,2818.793,2703.058,941,81,17,2.4,0.14,867.148,39.709
10,29,11,3043.063,2919.381,964,85,19,2,0.14,967.509,46.354
10,29,12,3058.112,2933.897,965,88,20,1.7,0.14,987.13,49.706
10,29,13,2866.987,2749.544,950,85,21,1.5,0.14,923.271,50.057
10,29,14,2491.495,2387.357,912,80,21,1.4,0.14,783.545,46.272
10,29,15,1896.079,1813.039,826,72,21,1.3,0.14,576.25,40.074
10,29,16,1039.702,987.007,665,54,19,1,0.14,320.731,30.292
10,29,17,87.702,68.74,224,16,15,1,0.14,52.679,16.399
10,29,18,0,0,0,0,13,1.2,0.14,0,13
10,29,19,0,0,0,0,11,1.2,0.14,0,11
10,29,20,0,0,0,0,10,1.3,0.14,0,10
10,29,21,0,0,0,0,10,1.3,0.14,0,10
10,29,22,0,0,0,0,9,1.3,0.14,0,9
10,29,23,0,0,0,0,8,1.3,0.14,0,8
10,30,0,0,0,0,0,8,1.2,0.14,0,8
10,30,1,0,0,0,0,7,1.1,0.14,0,7
10,30,2,0,0,0,0,7,1.1,0.14,0,7
10,30,3,0,0,0,0,7,1.1,0.14,0,7
10,30,4,0,0,0,0,7,1,0.14,0,7
10,30,5,0,0,0,0,7,0.8,0.14,0,7
10,30,6,0,0,0,0,7,0.5,0.14,0,7
10,30,7,511.906,477.913,401,47,9,0.2,0.14,166.6,16.173
10,30,8,1442.564,1375.594,661,82,13,0.4,0.14,425.61,30.869
10,30,9,2159.287,2066.92,782,101,17,1.5,0.14,653.436,37.62
10,30,10,2668.196,2557.797,847,111,20,2.4,0.14,827.84,41.673
10,30,11,2912.576,2793.518,878,114,22,2.3,0.14,927.662,46.72
10,30,12,2968.997,2847.939,922,96,23,2.2,0.14,954.834,48.939
10,30,13,2784.24,2669.729,906,94,24,2,0.14,893.418,49.271
10,30,14,2409.255,2308.031,865,88,25,1.9,0.14,760.033,46.981
10,30,15,1801.975,1722.27,764,82,24,1.7,0.14,549.394,40.615
10,30,16,964.773,914.733,593,60,22,1.2,0.14,300.256,32.061
10,30,17,61.92,43.872,154,16,19,0.9,0.14,37.898,20.042
10,30,18,0,0,0,0,17,1.1,0.14,0,17
10,30,19,0,0,0,0,16,1.2,0.14,0,16
10,30,20,0,0,0,0,14,1.2,0.14,0,14
10,30,21,0,0,0,0,14,1.4,0.14,0,14
10,30,22,0,0,0,0,13,1.6,0.14,0,13
10,30,23,0,0,0,0,13,2,0.14,0,13
10,31,0,0,0,0,0,13,2.2,0.14,0,13
10,31,1,0,0,0,0,13,2.1,0.14,0,13
10,31,2,0,0,0,0,12,1.9,0.14,0,12
10,31,3,0,0,0,0,12,1.7,0.14,0,12
10,31,4,0,0,0,0,12,1.5,0.14,0,12
10,31,5,0,0,0,0,12,1.3,0.14,0,12
10,31,6,0,0,0,0,12,1.3,0.14,0,12
10,31,7,485.91,452.838,380,47,15,1.9,0.14,160.555,19.484
10,31,8,1429.232,1362.734,654,81,19,2.5,0.14,420.176,29.831
10,31,9,2140.196,2048.506,789,95,22,2.5,0.14,650.28,38.751
10,31,10,2589.659,2482.043,861,100,25,2,0.14,825.229,48.358
10,31,11,2775.445,2661.246,895,102,27,1.4,0.14,920.913,56.634
10,31,12,2783.155,2668.682,922,92,28,0.9,0.14,948.276,62.482
10,31,13,2595.992,2488.152,908,89,29,0.6,0.14,887.512,64.033
10,31,14,2248.018,2152.508,869,83,29,0.4,0.14,750.942,60.473
10,31,15,1725.099,1648.118,786,73,28,0.3,0.14,550.915,51.863
10,31,16,942.764,893.503,622,54,27,0.3,0.14,303.715,39.996
10,31,17,61.726,43.685,175,15,25,0.5,0.14,39.757,26.201
10,31,18,0,0,0,0,20,1.2,0.15,0,20
10,31,19,0,0,0,0,19,1.6,0.15,0,19
10,31,20,0,0,0,0,18,2,0.15,0,18
10,31,21,0,0,0,0,17,2.4,0.15,0,17
10,31,22,0,0,0,0,17,2.5,0.15,0,17
10,31,23,0,0,0,0,16,2.3,0.15,0,16
11,1,0,0,0,0,0,15,2,0.15,0,15
11,1,1,0,0,0,0,15,1.7,0.15,0,15
11,1,2,0,0,0,0,14,1.5,0.15,0,14
11,1,3,0,0,0,0,14,1.2,0.15,0,14
11,1,4,0,0,0,0,14,1.1,0.15,0,14
11,1,5,0,0,0,0,13,1.1,0.15,0,13
11,1,6,0,0,0,0,14,1.2,0.15,0,14
11,1,7,151.215,130.003,2,48,16,1.8,0.15,47.725,17.395
11,1,8,1371.195,1306.754,608,87,19,2.4,0.15,403.388,29.591
11,1,9,2065.892,1976.835,732,109,22,2.3,0.15,628.381,38.801
11,1,10,2500.083,2395.64,792,124,25,2,0.15,794.253,47.476
11,1,11,2711.669,2599.729,817,134,27,1.6,0.15,891.949,54.429
11,1,12,2727.014,2614.531,833,130,28,1.2,0.15,915.201,58.857
11,1,13,2533.206,2427.59,808,129,28,0.8,0.15,850.784,59.775
11,1,14,2165.782,2073.185,762,119,28,0.4,0.15,716.998,58.036
11,1,15,1627.839,1554.304,667,102,27,0.4,0.15,514.126,48.592
11,1,16,848.153,802.245,477,73,25,0.6,0.15,268.537,35.524
11,1,17,40.444,23.157,62,15,22,0.9,0.15,23.412,22.681
11,1,18,0,0,0,0,20,1.3,0.15,0,20
11,1,19,0,0,0,0,20,1.9,0.15,0,20
11,1,20,0,0,0,0,19,2.4,0.15,0,19
11,1,21,0,0,0,0,18,2.5,0.15,0,18
11,1,22,0,0,0,0,18,2.4,0.15,0,18
11,1,23,0,0,0,0,17,2.1,0.15,0,17
11,2,0,0,0,0,0,16,1.9,0.15,0,16
11,2,1,0,0,0,0,16,1.7,0.15,0,16
11,2,2,0,0,0,0,15,1.4,0.15,0,15
11,2,3,0,0,0,0,15,1.2,0.15,0,15
11,2,4,0,0,0,0,14,1.1,0.15,0,14
11,2,5,0,0,0,0,14,1,0.15,0,14
11,2,6,0,0,0,0,14,1.1,0.15,0,14
11,2,7,436.819,405.486,318,49,16,1.7,0.15,144.999,20.227
11,2,8,1359.174,1295.159,606,87,20,2.4,0.15,401.52,30.541
11,2,9,2065.819,1976.765,740,106,23,2.5,0.15,629.118,39.205
11,2,10,1794.025,1714.601,317,271,25,2.3,0.15,558.131,39.854
11,2,11,2786.083,2671.507,839,124,26,2.3,0.15,898.767,49.952
11,2,12,2443.672,2341.229,561,235,27,2.5,0.15,782.398,47.053
11,2,13,2009.368,1922.314,380,279,28,2.6,0.15,635.998,44.004
11,2,14,1858.492,1776.784,453,207,27,2.7,0.15,577.032,41.297
11,2,15,862.321,815.911,121,179,26,2.8,0.15,262.141,32.385
11,2,16,531.954,497.251,174,89,25,2.4,0.15,165.467,29.309
11,2,17,38.109,20.904,61,14,22,1.8,0.15,22.236,22.522
11,2,18,0,0,0,0,20,2,0.15,0,20
11,2,19,0,0,0,0,20,2.5,0.15,0,20
11,2,20,0,0,0,0,19,3,0.15,0,19
11,2,21,0,0,0,0,18,3.2,0.15,0,18
11,2,22,0,0,0,0,17,3.1,0.15,0,17
11,2,23,0,0,0,0,16,2.7,0.15,0,16
11,3,0,0,0,0,0,15,2.1,0.15,0,15
11,3,1,0,0,0,0,14,1.7,0.15,0,14
11,3,2,0,0,0,0,14,1.5,0.15,0,14
11,3,3,0,0,0,0,13,1.3,0.15,0,13
11,3,4,0,0,0,0,13,1.3,0.15,0,13
11,3,5,0,0,0,0,12,1.3,0.15,0,12
11,3,6,0,0,0,0,12,1.6,0.15,0,12
11,3,7,467.544,435.122,376,44,14,2.2,0.15,155.269,18.072
11,3,8,1429.026,1362.536,664,77,18,2.8,0.15,417.853,28.206
11,3,9,2156.044,2063.793,794,92,21,3.3,0.15,646.205,35.515
11,3,10,2643.395,2533.875,860,100,24,3.5,0.15,819.403,41.795
11,3,11,2896.767,2778.269,891,104,25,3.5,0.15,914.06,44.827
11,3,12,2924.928,2805.432,886,109,26,3.5,0.15,929.084,46.148
11,3,13,1603.751,1531.07,188,313,27,3.5,0.15,498.636,37.78
11,3,14,410.819,380.408,0,134,27,3.5,0.15,129.043,29.788
11,3,15,504.248,470.527,13,150,26,3.5,0.15,155.083,29.362
11,3,16,857.743,811.495,478,72,24,2.8,0.15,266.565,30.44
11,3,17,32.797,15.781,44,13,22,2.2,0.15,18.81,22.413
11,3,18,0,0,0,0,20,2.9,0.15,0,20
11,3,19,0,0,0,0,20,3.7,0.15,0,20
11,3,20,0,0,0,0,19,3.8,0.15,0,19
11,3,21,0,0,0,0,18,3.4,0.15,0,18
11,3,22,0,0,0,0,18,3,0.15,0,18
11,3,23,0,0,0,0,17,2.5,0.15,0,17
11,4,0,0,0,0,0,16,2.2,0.15,0,16
11,4,1,0,0,0,0,16,1.9,0.15,0,16
11,4,2,0,0,0,0,15,1.8,0.15,0,15
11,4,3,0,0,0,0,15,2,0.15,0,15
11,4,4,0,0,0,0,15,2.3,0.15,0,15
11,4,5,0,0,0,0,15,2.5,0.15,0,15
11,4,6,0,0,0,0,15,2.7,0.15,0,15
11,4,7,372.009,342.973,217,53,17,2.9,0.15,122.628,19.85
11,4,8,1254.57,1194.261,509,103,19,3.2,0.15,367.367,27.384
11,4,9,620.658,582.812,16,180,22,3.6,0.15,187.926,26.006
11,4,10,431.751,400.598,0,140,25,3.8,0.15,134.77,27.78
11,4,11,802.945,758.64,15,240,26,3.8,0.15,249.464,31.14
11,4,12,2746.724,2633.543,726,177,27,3.8,0.15,869.936,45.013
11,4,13,1718.182,1641.446,238,306,27,3.8,0.15,533.251,38.021
11,4,14,1337.476,1274.23,184,254,27,4,0.15,409.939,35.241
11,4,15,946.615,897.219,169,175,26,4.1,0.15,285.501,31.674
11,4,16,791.141,747.254,410,78,25,3.9,0.15,245.834,29.985
11,4,17,26.551,9.756,33,11,23,3.5,0.15,15.29,23.27
11,4,18,0,0,0,0,21,3.6,0.15,0,21
11,4,19,0,0,0,0,20,3.8,0.15,0,20
11,4,20,0,0,0,0,20,3.8,0.15,0,20
11,4,21,0,0,0,0,19,3.7,0.15,0,19
11,4,22,0,0,0,0,18,3.5,0.15,0,18
11,4,23,0,0,0,0,18,3.2,0.15,0,18
11,5,0,0,0,0,0,18,3.2,0.15,0,18
11,5,1,0,0,0,0,18,3.4,0.15,0,18
11,5,2,0,0,0,0,18,3.6,0.15,0,18
11,5,3,0,0,0,0,19,3.7,0.15,0,19
11,5,4,0,0,0,0,19,3.9,0.15,0,19
11,5,5,0,0,0,0,19,4,0.15,0,19
11,5,6,0,0,0,0,19,4.1,0.15,0,19
11,5,7,423.882,393.008,337,44,20,4.6,0.15,144.112,22.575
11,5,8,381.225,351.862,5,115,22,5.6,0.15,115.533,23.89
11,5,9,636.908,598.485,19,183,24,6.6,0.15,193.208,26.824
11,5,10,1752.981,1675.011,286,271,26,6.9,0.15,532,33.541
11,5,11,1947.856,1862.982,279,315,27,6.8,0.15,598.411,35.556
11,5,12,2907.175,2788.308,866,106,28,6.7,0.15,903.929,41.098
11,5,13,2725.764,2613.325,842,105,29,6.5,0.15,846.245,41.53
11,5,14,2302.506,2205.064,789,100,30,6.3,0.15,707.405,40.72
11,5,15,1239.365,1179.595,355,152,29,6.1,0.15,373.741,34.793
11,5,16,817.176,772.366,465,68,28,5.8,0.15,256.51,32.068
11,5,17,26.759,9.957,36,11,25,5.3,0.15,15.679,25.215
11,5,18,0,0,0,0,23,5.1,0.15,0,23
11,5,19,0,0,0,0,22,5.1,0.15,0,22
11,5,20,0,0,0,0,21,4.7,0.15,0,21
11,5,21,0,0,0,0,20,4.4,0.15,0,20
11,5,22,0,0,0,0,20,4.1,0.15,0,20
11,5,23,0,0,0,0,19,3.9,0.15,0,19
11,6,0,0,0,0,0,19,3.9,0.15,0,19
11,6,1,0,0,0,0,19,3.4,0.15,0,19
11,6,2,0,0,0,0,19,2.5,0.15,0,19
11,6,3,0,0,0,0,19,2,0.15,0,19
11,6,4,0,0,0,0,18,1.7,0.15,0,18
11,6,5,0,0,0,0,17,1.9,0.15,0,17
11,6,6,0,0,0,0,16,2.6,0.15,0,16
11,6,7,428.987,397.932,348,42,16,3.5,0.15,144.58,19.018
11,6,8,303.014,276.422,0,94,18,4.2,0.15,91.151,19.784
11,6,9,582.715,546.213,10,172,21,4.1,0.15,175.752,24.48
11,6,10,1787.798,1708.595,307,268,23,3.4,0.15,545.118,34.994
11,6,11,1922.371,1838.4,282,312,24,2.8,0.15,597.345,38.493
11,6,12,1850.194,1768.78,252,326,25,2.5,0.15,579.12,39.819
11,6,13,1567.57,1496.171,185,307,26,2.4,0.15,489.105,38.754
11,6,14,2356.375,2257.025,836,97,26,2.4,0.15,737.304,45.334
11,6,15,1780.011,1701.084,766,80,25,2.3,0.15,539.46,39.453
11,6,16,935.291,886.296,604,55,23,1.6,0.15,293.552,31.95
11,6,17,41.261,23.945,111,11,19,1.1,0.15,26.049,19.674
11,6,18,0,0,0,0,16,1.2,0.15,0,16
11,6,19,0,0,0,0,15,1.5,0.15,0,15
11,6,20,0,0,0,0,14,1.6,0.15,0,14
11,6,21,0,0,0,0,13,1.7,0.15,0,13
11,6,22,0,0,0,0,12,1.7,0.15,0,12
11,6,23,0,0,0,0,11,1.7,0.15,0,11
11,7,0,0,0,0,0,11,1.8,0.15,0,11
11,7,1,0,0,0,0,10,1.9,0.15,0,10
11,7,2,0,0,0,0,9,2,0.15,0,9
11,7,3,0,0,0,0,9,2,0.15,0,9
11,7,4,0,0,0,0,9,2,0.15,0,9
11,7,5,0,0,0,0,8,2,0.15,0,8
11,7,6,0,0,0,0,8,2.6,0.15,0,8
11,7,7,314.24,287.251,187,42,10,3.6,0.15,102.219,12.115
11,7,8,1520.377,1450.65,741,63,13,4.3,0.15,433.204,21.387
11,7,9,2311.451,2213.693,867,77,16,4.9,0.15,671.613,28.014
11,7,10,2815.347,2699.734,933,83,19,4.8,0.15,845.762,34.291
11,7,11,3075.927,2951.08,967,85,21,4,0.15,951.453,40.161
11,7,12,3107.863,2981.885,977,85,22,3.4,0.15,975.568,43.5
11,7,13,2907.488,2788.61,966,81,23,2.9,0.15,914.296,44.892
11,7,14,2507.22,2402.525,931,75,23,2.5,0.15,775.986,42.982
11,7,15,1895.438,1812.421,845,67,22,2.2,0.15,569.093,37.548
11,7,16,995.367,944.242,673,49,20,1.4,0.15,310.14,29.884
11,7,17,0,0,0,0,18,0.9,0.15,0,0
11,7,18,0,0,0,0,16,1,0.15,0,16
11,7,19,0,0,0,0,15,1.1,0.15,0,15
11,7,20,0,0,0,0,14,1.1,0.15,0,14
11,7,21,0,0,0,0,12,1.2,0.15,0,12
11,7,22,0,0,0,0,11,1.2,0.15,0,11
11,7,23,0,0,0,0,11,1.2,0.15,0,11
11,8,0,0,0,0,0,10,1.1,0.15,0,10
11,8,1,0,0,0,0,10,1,0.15,0,10
11,8,2,0,0,0,0,9,1,0.15,0,9
11,8,3,0,0,0,0,8,1.1,0.15,0,8
11,8,4,0,0,0,0,7,1.2,0.15,0,7
11,8,5,0,0,0,0,7,1.3,0.15,0,7
11,8,6,0,0,0,0,7,1.5,0.15,0,7
11,8,7,510.122,476.192,501,34,10,2.3,0.15,172.527,14.387
11,8,8,1542.183,1471.683,780,59,15,3.1,0.15,446.011,25.35
11,8,9,2279.702,2183.069,893,72,19,3.4,0.15,677.39,33.986
11,8,10,2753.619,2640.193,949,79,23,3.4,0.15,851.895,41.805
11,8,11,2995.464,2873.469,974,83,24,2.8,0.15,953.148,47.209
11,8,12,2992.131,2870.254,977,84,25,2.1,0.15,972.316,51.957
11,8,13,2768.412,2654.462,962,81,26,1.4,0.15,908.993,55.287
11,8,14,2376.669,2276.6,924,76,26,0.9,0.15,770.372,54.102
11,8,15,1802.271,1722.555,837,67,25,0.6,0.15,563.317,47.344
11,8,16,965.201,915.145,663,49,22,0.7,0.15,305.743,33.614
11,8,17,0,0,0,0,19,1,0.15,0,0
11,8,18,0,0,0,0,17,1.2,0.15,0,17
11,8,19,0,0,0,0,15,1.3,0.15,0,15
11,8,20,0,0,0,0,14,1.3,0.15,0,14
11,8,21,0,0,0,0,12,1.4,0.15,0,12
11,8,22,0,0,0,0,12,1.4,0.15,0,12
11,8,23,0,0,0,0,11,1.4,0.15,0,11
11,9,0,0,0,0,0,10,1.4,0.15,0,10
11,9,1,0,0,0,0,10,1.3,0.15,0,10
11,9,2,0,0,0,0,9,1.2,0.15,0,9
11,9,3,0,0,0,0,9,1.1,0.15,0,9
11,9,4,0,0,0,0,9,1,0.15,0,9
11,9,5,0,0,0,0,10,0.7,0.15,0,10
11,9,6,0,0,0,0,10,0.6,0.15,0,10
11,9,7,466.27,433.894,437,35,11,1.4,0.15,158.732,15.877
11,9,8,1455.421,1387.996,723,64,14,1.9,0.15,423.098,26.249
11,9,9,2183.256,2090.04,840,80,18,2.2,0.15,653.768,35.838
11,9,10,2664.529,2554.26,895,90,22,3.3,0.15,819.548,40.379
11,9,11,2954.063,2833.535,917,95,23,4.3,0.15,914.97,40.663
11,9,12,2999.389,2877.255,919,96,24,4.6,0.15,932.405,41.279
11,9,13,2798.282,2683.273,894,95,25,4.6,0.15,865.955,41.06
11,9,14,2396.934,2296.147,842,90,25,4.5,0.15,729.48,38.734
11,9,15,1760.623,1682.383,743,79,24,4.4,0.15,521.993,33.986
11,9,16,875.545,828.666,539,58,22,3.6,0.15,271.256,27.739
11,9,17,0,0,0,0,20,3,0.15,0,0
11,9,18,0,0,0,0,18,3.4,0.15,0,18
11,9,19,0,0,0,0,17,3.6,0.15,0,17
11,9,20,0,0,0,0,16,3.6,0.15,0,16
11,9,21,0,0,0,0,16,4,0.15,0,16
11,9,22,0,0,0,0,16,4.3,0.15,0,16
11,9,23,0,0,0,0,16,4,0.15,0,16
11,10,0,0,0,0,0,16,3.6,0.15,0,16
11,10,1,0,0,0,0,16,3.6,0.15,0,16
11,10,2,0,0,0,0,16,4.1,0.15,0,16
11,10,3,0,0,0,0,16,4.3,0.15,0,16
11,10,4,0,0,0,0,17,4,0.15,0,17
11,10,5,0,0,0,0,17,4.1,0.15,0,17
11,10,6,0,0,0,0,17,4.3,0.15,0,17
11,10,7,50.114,32.484,0,18,18,4.4,0.15,17.021,18.319
11,10,8,453.743,421.811,27,119,20,4.7,0.15,135.703,22.482
11,10,9,320.938,293.712,0,103,22,5.4,0.15,98.622,23.649
11,10,10,426.254,395.296,0,137,24,6.1,0.15,131.969,26.03
11,10,11,686.69,646.503,8,209,25,6.4,0.15,211.671,28.148
11,10,12,268.188,242.831,0,90,26,6.3,0.15,85.511,27.285
11,10,13,191.56,168.918,0,65,26,6.1,0.15,61.695,26.948
11,10,14,662.187,622.869,15,195,26,5.9,0.15,203.288,29.203
11,10,15,310.794,283.927,0,100,25,5.6,0.15,96.292,26.574
11,10,16,647.198,608.411,276,87,24,4.9,0.15,200.578,27.548
11,10,17,0,0,0,0,22,4.3,0.15,0,0
11,10,18,0,0,0,0,21,4.4,0.15,0,21
11,10,19,0,0,0,0,21,4.5,0.15,0,21
11,10,20,0,0,0,0,20,4.3,0.15,0,20
11,10,21,0,0,0,0,20,4.3,0.15,0,20
11,10,22,0,0,0,0,20,4.2,0.15,0,20
11,10,23,0,0,0,0,20,4.1,0.15,0,20
11,11,0,0,0,0,0,20,4.1,0.15,0,20
11,11,1,0,0,0,0,20,3.7,0.15,0,20
11,11,2,0,0,0,0,20,3.5,0.15,0,20
11,11,3,0,0,0,0,20,3.2,0.15,0,20
11,11,4,0,0,0,0,20,2.7,0.15,0,20
11,11,5,0,0,0,0,19,2.3,0.15,0,19
11,11,6,0,0,0,0,19,2,0.15,0,19
11,11,7,52.281,34.574,0,19,20,2.4,0.15,17.971,20.463
11,11,8,25.008,8.268,0,9,22,3.1,0.15,8.505,22.197
11,11,9,45.014,27.565,0,16,24,3.8,0.15,15.143,24.313
11,11,10,443.614,412.041,0,143,25,4.1,0.15,138.046,27.727
11,11,11,2579.535,2472.278,672,182,26,4,0.15,805.627,42.209
11,11,12,2624.639,2515.784,682,183,27,3.8,0.15,826.951,44.128
11,11,13,2454.65,2351.817,666,175,27,3.4,0.15,770.513,43.979
11,11,14,2044.94,1956.625,608,159,27,2.7,0.15,634.874,42.752
11,11,15,1429.355,1362.853,489,134,26,1.8,0.15,435.317,38.88
11,11,16,623.43,585.485,306,70,24,0.8,0.15,197.04,31.299
11,11,17,0,0,0,0,22,0.3,0.15,0,0
11,11,18,0,0,0,0,21,0.3,0.15,0,21
11,11,19,0,0,0,0,20,0.4,0.15,0,20
11,11,20,0,0,0,0,19,0.5,0.15,0,19
11,11,21,0,0,0,0,18,0.6,0.15,0,18
11,11,22,0,0,0,0,17,0.8,0.15,0,17
11,11,23,0,0,0,0,16,1,0.15,0,16
11,12,0,0,0,0,0,15,1.2,0.15,0,15
11,12,1,0,0,0,0,14,1.4,0.15,0,14
11,12,2,0,0,0,0,13,1.5,0.15,0,13
11,12,3,0,0,0,0,12,1.6,0.15,0,12
11,12,4,0,0,0,0,12,1.6,0.15,0,12
11,12,5,0,0,0,0,12,1.6,0.15,0,12
11,12,6,0,0,0,0,12,1.9,0.15,0,12
11,12,7,164.12,142.45,46,38,13,2.4,0.15,54.243,14.382
11,12,8,38.092,20.888,0,13,15,2.5,0.15,12.288,15.316
11,12,9,1321.117,1258.451,267,194,19,2.5,0.15,391.542,29.067
11,12,10,2545.46,2439.41,835,105,22,2.5,0.15,788.843,42.291
11,12,11,2792.796,2677.982,874,107,24,2.2,0.15,891.799,48.248
11,12,12,2820.103,2704.321,881,108,25,1.9,0.15,913.442,51.369
11,12,13,2634.129,2524.937,867,103,26,1.6,0.15,853.489,52.286
11,12,14,2260.512,2164.559,825,94,26,1.4,0.15,717.632,49.162
11,12,15,1691.797,1615.996,731,81,25,1.5,0.15,516.637,41.337
11,12,16,847.513,801.628,532,57,22,1.4,0.15,266.372,30.485
11,12,17,0,0,0,0,18,1.6,0.15,0,0
11,12,18,0,0,0,0,17,2,0.15,0,17
11,12,19,0,0,0,0,16,2.1,0.15,0,16
11,12,20,0,0,0,0,15,1.7,0.15,0,15
11,12,21,0,0,0,0,15,1.2,0.15,0,15
11,12,22,0,0,0,0,14,0.8,0.15,0,14
11,12,23,0,0,0,0,14,0.5,0.15,0,14
11,13,0,0,0,0,0,14,0.4,0.15,0,14
11,13,1,0,0,0,0,13,0.5,0.15,0,13
11,13,2,0,0,0,0,12,0.8,0.15,0,12
11,13,3,0,0,0,0,12,0.8,0.15,0,12
11,13,4,0,0,0,0,11,0.8,0.15,0,11
11,13,5,0,0,0,0,11,0.9,0.15,0,11
11,13,6,0,0,0,0,11,1.2,0.15,0,11
11,13,7,363.351,334.622,306,37,12,2,0.15,125.54,15.38
11,13,8,1315.416,1252.952,620,75,16,2.5,0.15,383.671,25.875
11,13,9,2041.006,1952.831,760,94,19,2,0.15,612.719,36.394
