0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9
3.1030010000000003,3.048307,0.458961,1.233268,0.47806400000000004,3.332525,3.091796,2.815329,0.479099,0.508003,0.289688,0.5663469999999999,3.2437579999999997,3.2186529999999998,1.264963,1.1274629999999999,1.3797819999999998,0.280306,0.374747,0.197069,3.2892240000000004,3.018755,0.418794,0.8364149999999999,3.067857,2.5619009999999998,3.3035129999999997,3.224356,1.7431465000000002,2.9591650000000005,0.7884254999999999,0.4785815,2.1152320000000002,1.927585,1.110864,1.8609109999999998,2.5397819999999998,3.0917605000000004
2.7620109999999998,2.714224,0.523923,1.349108,0.41635300000000003,2.979901,2.7431840000000003,2.525623,0.21834399999999998,0.379169,0.396092,0.380544,2.894397,2.870436,2.365279,1.5408030000000001,1.382412,0.8014690000000001,0.615574,0.273588,2.950793,2.647716,0.769631,0.528109,2.772676,3.034471,2.9622319999999998,2.876515,1.6121905,2.643817,0.828,0.31734850000000003,2.151407,1.5879125,0.9647695000000001,1.655375,2.2629055,2.760166
2.1880390000000003,2.166807,0.259318,0.581187,0.28830399999999995,2.3923180000000004,2.175465,2.082087,0.127911,0.397951,0.33806200000000003,0.320803,2.327869,2.310617,0.835349,0.753076,2.047252,0.27353500000000003,0.47204,0.389689,2.38292,2.117312,0.320175,0.488159,2.253781,2.5023400000000002,2.3941640000000004,2.3049920000000004,1.3863045,2.135063,1.2184705,0.20810749999999997,1.4705575000000002,1.3027355,0.797206,1.3080865000000002,1.8093517500000003,2.2200275000000005
1.384579,1.238785,0.067759,0.278928,0.18601900000000002,1.514296,1.373846,1.2227750000000002,0.224935,0.163697,0.13198400000000002,0.172494,1.4957449999999999,1.519525,0.584307,0.550552,1.0378889999999998,0.36890300000000004,0.26457400000000003,0.218802,1.5858599999999998,0.8804109999999999,0.346283,0.329067,1.481836,1.667895,1.611596,1.546111,0.9023309999999999,1.303677,0.6283454999999999,0.20547700000000002,0.9675655000000001,0.6047389999999999,0.553904,0.8408819999999999,1.1802035,1.424894
0.351134,0.216552,0.028109000000000002,0.143149,0.094481,0.42152,0.373828,0.351524,0.194409,0.049210000000000004,0.027336,0.045444000000000005,0.457847,0.48679700000000004,0.283844,0.220636,0.395098,0.14804499999999998,0.380729,0.101365,0.547245,0.430367,0.08805,0.213757,0.488024,0.593252,0.580253,0.443953,0.324305,0.351329,0.2482315,0.144445,0.285885,0.322062,0.234375,0.276164,0.3814805,0.397641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
