Month,Day,Hour,DC Output (W),AC Output (W),Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (W/m2),Cell Temperature (C),,,,,,,,,,
10,8,8,258.554,233.538,1,85,26.1,3.6,0.17,81.37,27.836,,,,,,,,,,
10,8,9,105.381,85.793,0,37,28.2,4.1,0.17,35.106,28.893,,,,,,,,,,
10,8,10,263.212,238.031,0,90,29.4,4.3,0.17,85.604,31.04,,,,,,,,,,
10,8,11,1223.968,1164.744,58,325,29.9,4.4,0.17,386.746,37.209,,,,,,,,,,
10,8,12,1311.322,1249.002,64,345,29.9,4.5,0.17,414.551,37.628,,,,,,,,,,
10,8,13,311.787,284.885,1,105,29.6,4.5,0.17,100.999,31.482,,,,,,,,,,
10,8,14,625.945,587.911,10,195,28.9,4.4,0.17,196.782,32.626,,,,,,,,,,
10,8,15,340.33,312.417,2,111,28.2,4.2,0.17,107.363,30.296,,,,,,,,,,
10,8,16,62.344,44.281,0,22,27.3,3.7,0.17,20.821,27.738,,,,,,,,,,
10,8,17,42.076,24.731,0,17,26.7,3.3,0.17,16.09,27.048,,,,,,,,,,
10,8,18,0,0,0,0,25.2,2.7,0.17,0,25.2,,,,,,,,,,
10,8,19,0,0,0,0,24.8,2.9,0.17,0,24.8,,,,,,,,,,
10,8,20,0,0,0,0,24.6,3.1,0.17,0,24.6,,,,,,,,,,
10,8,21,0,0,0,0,24.5,3.3,0.17,0,24.5,,,,,,,,,,
10,8,22,0,0,0,0,24.3,3.3,0.17,0,24.3,,,,,,,,,,
10,8,23,0,0,0,0,24.1,3.4,0.17,0,24.1,,,,,,,,,,
10,9,0,0,0,0,0,23.9,3.5,0.17,0,23.9,,,,,,,,,,
10,9,1,0,0,0,0,23.7,3.8,0.17,0,23.7,,,,,,,,,,
10,9,2,0,0,0,0,23.5,4.1,0.17,0,23.5,,,,,,,,,,
10,9,3,0,0,0,0,23.3,4.3,0.17,0,23.3,,,,,,,,,,
10,9,4,0,0,0,0,23.1,4.6,0.17,0,23.1,,,,,,,,,,
10,9,5,0,0,0,0,22.9,4.9,0.17,0,22.9,,,,,,,,,,
10,9,6,4.907,0,0,3,22.9,5.3,0.17,2.91,22.941,,,,,,,,,,
10,9,7,39.369,22.12,0,14,23.6,5.9,0.17,13.239,23.809,,,,,,,,,,
10,9,8,93.058,73.906,0,32,24.9,6.7,0.17,30.32,25.339,,,,,,,,,,
10,9,9,182.62,160.295,0,62,26.4,7.3,0.17,58.87,27.199,,,,,,,,,,
10,9,10,999.566,948.294,32,278,27.9,7.9,0.17,309.887,31.869,,,,,,,,,,
10,9,11,1591.19,1518.953,106,383,29,8.2,0.17,495.287,35.171,,,,,,,,,,
10,9,12,901.001,853.22,17,273,29.7,8.2,0.17,283.202,33.224,,,,,,,,,,
10,9,13,896.333,848.719,21,268,29.9,8.1,0.17,281.087,33.433,,,,,,,,,,
10,9,14,887.407,840.108,34,247,29.9,7.9,0.17,276.24,33.443,,,,,,,,,,
10,9,15,623.045,585.113,29,175,29.4,7.5,0.17,192.922,31.977,,,,,,,,,,
10,9,16,314.45,287.453,33,87,28.3,6.8,0.17,98.697,29.715,,,,,,,,,,
10,9,17,84.578,65.727,24,30,27.7,6.4,0.17,33.463,28.173,,,,,,,,,,
10,9,18,0,0,0,0,25.7,5.3,0.17,0,25.7,,,,,,,,,,
10,9,19,0,0,0,0,24.8,4.8,0.17,0,24.8,,,,,,,,,,
10,9,20,0,0,0,0,24,4.3,0.17,0,24,,,,,,,,,,
10,9,21,0,0,0,0,23.2,3.9,0.17,0,23.2,,,,,,,,,,
10,9,22,0,0,0,0,22.5,3.4,0.17,0,22.5,,,,,,,,,,
10,9,23,0,0,0,0,21.7,2.8,0.17,0,21.7,,,,,,,,,,
10,10,0,0,0,0,0,21.1,2.3,0.17,0,21.1,,,,,,,,,,
10,10,1,0,0,0,0,20.5,2,0.17,0,20.5,,,,,,,,,,
10,10,2,0,0,0,0,19.9,1.7,0.17,0,19.9,,,,,,,,,,
10,10,3,0,0,0,0,19.5,1.6,0.17,0,19.5,,,,,,,,,,
10,10,4,0,0,0,0,19.1,1.5,0.17,0,19.1,,,,,,,,,,
10,10,5,0,0,0,0,18.8,1.4,0.17,0,18.8,,,,,,,,,,
10,10,6,36.364,19.221,143,15,19.5,1.8,0.17,25.603,20.023,,,,,,,,,,
10,10,7,821.333,776.376,618,52,21.3,2.2,0.17,261.973,28.301,,,,,,,,,,
10,10,8,1717.042,1640.346,785,72,23.7,2.3,0.17,517.456,37.558,,,,,,,,,,
10,10,9,2345.283,2246.326,863,85,26.7,2.7,0.17,734.651,44.926,,,,,,,,,,
10,10,10,2765.315,2651.474,900,94,29.1,2.9,0.17,894.376,50.484,,,,,,,,,,
10,10,11,2964.567,2843.666,903,108,30.6,2.8,0.17,980.243,54.418,,,,,,,,,,
10,10,12,2947.111,2826.829,884,120,31.6,2.6,0.17,983.42,56.352,,,,,,,,,,
10,10,13,2758.975,2645.359,859,120,32.2,2.4,0.17,916.502,56.149,,,,,,,,,,
10,10,14,2346.386,2247.39,806,115,32.3,2.1,0.17,764.845,53.512,,,,,,,,,,
10,10,15,1758.114,1679.963,715,105,31.9,1.7,0.17,557.041,48.725,,,,,,,,,,
10,10,16,962.236,912.286,557,79,30.5,1.1,0.17,308.428,41.112,,,,,,,,,,
10,10,17,147.608,126.524,213,32,29.4,0.8,0.17,68.558,31.666,,,,,,,,,,
10,10,18,0,0,0,0,26.6,1.1,0.17,0,26.6,,,,,,,,,,
10,10,19,0,0,0,0,25.1,1.5,0.17,0,25.1,,,,,,,,,,
10,10,20,0,0,0,0,23.9,1.8,0.17,0,23.9,,,,,,,,,,
10,10,21,0,0,0,0,23.2,1.7,0.17,0,23.2,,,,,,,,,,
10,10,22,0,0,0,0,22.8,1.6,0.17,0,22.8,,,,,,,,,,
10,10,23,0,0,0,0,22.5,1.5,0.17,0,22.5,,,,,,,,,,
10,11,0,0,0,0,0,22.3,1.4,0.17,0,22.3,,,,,,,,,,
10,11,1,0,0,0,0,22.2,1.3,0.17,0,22.2,,,,,,,,,,
10,11,2,0,0,0,0,22,1.2,0.17,0,22,,,,,,,,,,
10,11,3,0,0,0,0,21.9,1.2,0.17,0,21.9,,,,,,,,,,
10,11,4,0,0,0,0,21.9,1.2,0.17,0,21.9,,,,,,,,,,
10,11,5,0,0,0,0,21.9,1.2,0.17,0,21.9,,,,,,,,,,
10,11,6,26.968,10.158,64,13,23.2,1.6,0.17,17.559,23.607,,,,,,,,,,
10,11,7,719.236,677.896,462,71,25.7,2.5,0.17,231.387,31.557,,,,,,,,,,
10,11,8,1591.78,1519.523,666,100,27.8,3.3,0.17,483.221,38.662,,,,,,,,,,
10,11,9,2240.789,2145.535,769,116,29.8,3.6,0.17,702.571,44.827,,,,,,,,,,
10,11,10,2679.519,2568.719,822,126,31.4,3.5,0.17,866.152,50.174,,,,,,,,,,
10,11,11,2906.341,2787.503,843,133,32.5,3.5,0.17,956.407,53.209,,,,,,,,,,
10,11,12,2919.346,2800.048,842,136,33.2,3.4,0.17,966.43,54.453,,,,,,,,,,
10,11,13,2741.153,2628.168,825,132,33.3,3.5,0.17,897.376,52.743,,,,,,,,,,
10,11,14,2353.058,2253.826,784,121,32.9,3.6,0.17,752.432,48.982,,,,,,,,,,
10,11,15,1769.677,1691.116,707,104,32,3.5,0.17,549.555,43.961,,,,,,,,,,
10,11,16,968.75,918.569,556,78,30.1,3.1,0.17,305.791,37.136,,,,,,,,,,
10,11,17,134.759,114.13,205,31,28.9,2.7,0.17,65.523,30.306,,,,,,,,,,
10,11,18,0,0,0,0,25.6,2.5,0.17,0,25.6,,,,,,,,,,
10,11,19,0,0,0,0,24.7,2.6,0.17,0,24.7,,,,,,,,,,
10,11,20,0,0,0,0,23.8,2.5,0.17,0,23.8,,,,,,,,,,
10,11,21,0,0,0,0,23.3,2.5,0.17,0,23.3,,,,,,,,,,
10,11,22,0,0,0,0,23,2.5,0.17,0,23,,,,,,,,,,
10,11,23,0,0,0,0,23,2.5,0.17,0,23,,,,,,,,,,
10,12,0,0,0,0,0,23.3,2.6,0.17,0,23.3,,,,,,,,,,
10,12,1,0,0,0,0,23.5,2.7,0.17,0,23.5,,,,,,,,,,
10,12,2,0,0,0,0,23.6,2.7,0.17,0,23.6,,,,,,,,,,
10,12,3,0,0,0,0,23.6,2.7,0.17,0,23.6,,,,,,,,,,
10,12,4,0,0,0,0,23.4,2.4,0.17,0,23.4,,,,,,,,,,
10,12,5,0,0,0,0,23.2,2.1,0.17,0,23.2,,,,,,,,,,
10,12,6,26.849,10.043,63,13,23.7,2.2,0.17,17.487,24.059,,,,,,,,,,
10,12,7,723.167,681.688,464,71,25.1,2.7,0.17,231.999,30.763,,,,,,,,,,
10,12,8,1324.524,1261.737,493,111,26.8,3.2,0.17,399.834,35.929,,,,,,,,,,
10,12,9,2018.54,1931.161,627,142,28.6,3.4,0.17,628.061,42.451,,,,,,,,,,
10,12,10,2668.521,2558.111,813,131,30.3,3.1,0.17,862.765,50.24,,,,,,,,,,
10,12,11,2863.333,2746.019,833,138,31.5,2.6,0.17,951.141,55.44,,,,,,,,,,
10,12,12,2839.545,2723.074,821,146,32.4,2.2,0.17,955.763,58.323,,,,,,,,,,
10,12,13,2631.964,2522.848,796,144,32.9,1.9,0.17,882.654,58.344,,,,,,,,,,
10,12,14,2246.868,2151.398,748,134,32.9,1.6,0.17,739.482,55.664,,,,,,,,,,
10,12,15,1683.469,1607.962,667,114,32.3,1.5,0.17,534.771,49.179,,,,,,,,,,
10,12,16,901.005,853.224,494,86,30.6,1.1,0.17,288.946,40.539,,,,,,,,,,
10,12,17,111.95,92.129,150,31,29.3,0.9,0.17,57.005,31.067,,,,,,,,,,
10,12,18,0,0,0,0,25.6,1,0.17,0,25.6,,,,,,,,,,
10,12,19,0,0,0,0,24.5,1.2,0.17,0,24.5,,,,,,,,,,
10,12,20,0,0,0,0,23.4,1.3,0.17,0,23.4,,,,,,,,,,
10,12,21,0,0,0,0,22.4,1.3,0.17,0,22.4,,,,,,,,,,
10,12,22,0,0,0,0,21.5,1.3,0.17,0,21.5,,,,,,,,,,
10,12,23,0,0,0,0,20.8,1.4,0.17,0,20.8,,,,,,,,,,
10,13,0,0,0,0,0,20.2,1.6,0.17,0,20.2,,,,,,,,,,
10,13,1,0,0,0,0,19.9,2,0.17,0,19.9,,,,,,,,,,
10,13,2,0,0,0,0,19.6,2.3,0.17,0,19.6,,,,,,,,,,
10,13,3,0,0,0,0,19.2,2.3,0.17,0,19.2,,,,,,,,,,
10,13,4,0,0,0,0,18.9,2.4,0.17,0,18.9,,,,,,,,,,
10,13,5,0,0,0,0,18.6,2.4,0.17,0,18.6,,,,,,,,,,
10,13,6,24.85,8.115,51,12,19,2.7,0.17,15.596,19.295,,,,,,,,,,
10,13,7,706.175,665.298,418,77,20.8,3,0.17,221.918,25.947,,,,,,,,,,
10,13,8,1577.102,1505.365,620,114,23.7,2.9,0.17,472.284,35.042,,,,,,,,,,
10,13,9,2211.763,2117.537,724,136,26.8,2.6,0.17,692.284,44.276,,,,,,,,,,
10,13,10,2607.708,2499.452,779,150,29.1,1.9,0.17,856.269,53.791,,,,,,,,,,
10,13,11,2784.187,2669.678,807,155,30.4,1.5,0.17,943.656,60.032,,,,,,,,,,
10,13,12,2789.265,2674.576,811,154,31.2,1.4,0.17,953.348,61.823,,,,,,,,,,
10,13,13,2606.477,2498.265,790,150,31.4,1.3,0.17,882.048,60.424,,,,,,,,,,
10,13,14,2240.783,2145.529,730,146,31.2,1.3,0.17,737.072,55.494,,,,,,,,,,
10,13,15,1662.199,1587.447,623,131,30.6,1.4,0.17,524.89,47.546,,,,,,,,,,
10,13,16,878.625,831.638,457,93,28.8,1.2,0.17,279.297,38.175,,,,,,,,,,
10,13,17,93.381,74.218,132,29,27.5,1,0.17,51.766,28.995,,,,,,,,,,
10,13,18,0,0,0,0,24.2,1.3,0.17,0,24.2,,,,,,,,,,
10,13,19,0,0,0,0,23.3,1.4,0.17,0,23.3,,,,,,,,,,
10,13,20,0,0,0,0,22.6,1.4,0.17,0,22.6,,,,,,,,,,
10,13,21,0,0,0,0,22,1.3,0.17,0,22,,,,,,,,,,
10,13,22,0,0,0,0,21.5,1.2,0.17,0,21.5,,,,,,,,,,
10,13,23,0,0,0,0,21,1.1,0.17,0,21,,,,,,,,,,
10,14,0,0,0,0,0,20.4,1.1,0.17,0,20.4,,,,,,,,,,
10,14,1,0,0,0,0,19.9,1,0.17,0,19.9,,,,,,,,,,
10,14,2,0,0,0,0,19.4,1.1,0.17,0,19.4,,,,,,,,,,
10,14,3,0,0,0,0,18.9,1.2,0.17,0,18.9,,,,,,,,,,
10,14,4,0,0,0,0,18.5,1.2,0.17,0,18.5,,,,,,,,,,
10,14,5,0,0,0,0,18.2,1.2,0.17,0,18.2,,,,,,,,,,
10,14,6,18.978,2.452,18,10,18.9,1.6,0.17,11.096,19.175,,,,,,,,,,
10,14,7,471.604,439.039,168,86,21,1.8,0.17,147.255,25.302,,,,,,,,,,
10,14,8,1155.257,1098.468,320,163,24.1,1.4,0.17,350.604,35.412,,,,,,,,,,
10,14,9,1933.419,1849.056,561,184,27.2,1,0.17,619.556,49.175,,,,,,,,,,
10,14,10,2409.344,2308.117,679,186,29,0.9,0.17,807.659,58.341,,,,,,,,,,
10,14,11,2312.017,2214.239,495,275,30.2,1,0.17,778.626,57.712,,,,,,,,,,
10,14,12,2299.343,2202.014,472,286,31.1,1.2,0.17,772.943,57.086,,,,,,,,,,
10,14,13,2323.47,2225.286,576,222,31.6,1.6,0.17,770.719,55.264,,,,,,,,,,
10,14,14,2291.99,2194.922,774,125,31.6,2,0.17,743.831,52.651,,,,,,,,,,
10,14,15,1727.484,1650.419,691,107,30.9,2.4,0.17,538.657,45.041,,,,,,,,,,
10,14,16,920.405,871.937,522,80,29.1,2.3,0.17,291.375,36.822,,,,,,,,,,
10,14,17,83.596,64.78,155,27,27.8,2.1,0.17,52.221,28.898,,,,,,,,,,
10,14,18,0,0,0,0,24.9,2.7,0.17,0,24.9,,,,,,,,,,
10,14,19,0,0,0,0,24.1,3,0.17,0,24.1,,,,,,,,,,
10,14,20,0,0,0,0,23.5,2.9,0.17,0,23.5,,,,,,,,,,
10,14,21,0,0,0,0,23.1,2.7,0.17,0,23.1,,,,,,,,,,
10,14,22,0,0,0,0,22.8,2.6,0.17,0,22.8,,,,,,,,,,
10,14,23,0,0,0,0,22.6,2.6,0.17,0,22.6,,,,,,,,,,
10,15,0,0,0,0,0,22.5,2.7,0.17,0,22.5,,,,,,,,,,
10,15,1,0,0,0,0,22.3,2.7,0.17,0,22.3,,,,,,,,,,
10,15,2,0,0,0,0,22.1,2.6,0.17,0,22.1,,,,,,,,,,
10,15,3,0,0,0,0,21.8,2.4,0.17,0,21.8,,,,,,,,,,
10,15,4,0,0,0,0,21.6,2.3,0.17,0,21.6,,,,,,,,,,
10,15,5,0,0,0,0,21.8,2.5,0.17,0,21.8,,,,,,,,,,
10,15,6,22.729,6.069,55,11,23,3.1,0.17,14.935,23.26,,,,,,,,,,
10,15,7,739.031,696.99,496,66,25.1,3.9,0.17,237.011,29.865,,,,,,,,,,
10,15,8,1634.615,1560.84,700,92,27.3,4.3,0.17,491.782,36.831,,,,,,,,,,
10,15,9,2254.231,2158.501,776,112,29.2,4.2,0.17,700.569,42.929,,,,,,,,,,
10,15,10,2501.309,2396.824,700,163,30.8,3.7,0.17,800.223,47.619,,,,,,,,,,
10,15,11,1937.972,1853.448,291,320,31.9,3.2,0.17,623.976,46.034,,,,,,,,,,
10,15,12,2145.309,2053.438,409,273,32.6,2.8,0.17,698.6,49.539,,,,,,,,,,
10,15,13,2573.868,2466.811,748,155,32.9,2.4,0.17,850.873,55.132,,,,,,,,,,
10,15,14,2261.006,2165.035,760,126,32.7,2.1,0.17,735.073,53.091,,,,,,,,,,
10,15,15,1603.274,1530.609,615,118,31.9,1.9,0.17,503.846,46.49,,,,,,,,,,
10,15,16,875.082,828.22,484,83,30.1,1.9,0.17,278.987,38.104,,,,,,,,,,
10,15,17,75.884,57.341,118,27,29.1,1.9,0.17,46.652,30.14,,,,,,,,,,
10,15,18,0,0,0,0,26.2,2.3,0.17,0,26.2,,,,,,,,,,
10,15,19,0,0,0,0,25.3,2.3,0.17,0,25.3,,,,,,,,,,
10,15,20,0,0,0,0,24.6,1.8,0.17,0,24.6,,,,,,,,,,
10,15,21,0,0,0,0,24.1,1.3,0.17,0,24.1,,,,,,,,,,
10,15,22,0,0,0,0,23.7,0.9,0.17,0,23.7,,,,,,,,,,
10,15,23,0,0,0,0,23.3,0.8,0.17,0,23.3,,,,,,,,,,
10,16,0,0,0,0,0,22.7,1.2,0.17,0,22.7,,,,,,,,,,
10,16,1,0,0,0,0,21.8,2,0.17,0,21.8,,,,,,,,,,
10,16,2,0,0,0,0,20.7,3,0.17,0,20.7,,,,,,,,,,
10,16,3,0,0,0,0,19.3,4.2,0.17,0,19.3,,,,,,,,,,
10,16,4,0,0,0,0,17.8,5.3,0.17,0,17.8,,,,,,,,,,
10,16,5,0,0,0,0,16.3,6,0.17,0,16.3,,,,,,,,,,
10,16,6,20.125,3.558,30,10,15.3,6.1,0.17,12.031,15.446,,,,,,,,,,
10,16,7,452.823,420.923,253,50,15.1,6,0.17,139.609,17.252,,,,,,,,,,
10,16,8,116.394,96.416,0,38,15.5,5.8,0.17,36.011,16.075,,,,,,,,,,
10,16,9,246.009,221.437,0,79,16.1,5.6,0.17,75.042,17.322,,,,,,,,,,
10,16,10,157.424,135.992,0,52,17,5.4,0.17,49.398,17.822,,,,,,,,,,
10,16,11,266.642,241.34,0,87,18,5.1,0.17,82.771,19.427,,,,,,,,,,
10,16,12,483.443,450.458,2,152,18.9,4.9,0.17,147.993,21.517,,,,,,,,,,
10,16,13,444.071,412.481,1,141,19.5,4.8,0.17,136.167,21.941,,,,,,,,,,
10,16,14,432.064,400.9,3,135,19.9,4.6,0.17,131.837,22.331,,,,,,,,,,
10,16,15,202.163,179.145,0,66,20.1,4.3,0.17,62.63,21.306,,,,,,,,,,
10,16,16,936.584,887.543,514,78,19.6,3.6,0.17,284.18,25.631,,,,,,,,,,
10,16,17,82.202,63.435,152,26,19.1,3.1,0.17,49.637,19.968,,,,,,,,,,
10,16,18,0,0,0,0,16.7,2,0.17,0,16.7,,,,,,,,,,
10,16,19,0,0,0,0,16.2,2.1,0.17,0,16.2,,,,,,,,,,
10,16,20,0,0,0,0,15.8,2.1,0.17,0,15.8,,,,,,,,,,
10,16,21,0,0,0,0,15.6,2.4,0.17,0,15.6,,,,,,,,,,
10,16,22,0,0,0,0,15.6,2.6,0.17,0,15.6,,,,,,,,,,
10,16,23,0,0,0,0,15.5,2.7,0.17,0,15.5,,,,,,,,,,
10,17,0,0,0,0,0,15.4,2.7,0.17,0,15.4,,,,,,,,,,
10,17,1,0,0,0,0,15.4,2.7,0.17,0,15.4,,,,,,,,,,
10,17,2,0,0,0,0,15.5,2.6,0.17,0,15.5,,,,,,,,,,
10,17,3,0,0,0,0,15.7,2.6,0.17,0,15.7,,,,,,,,,,
10,17,4,0,0,0,0,15.9,2.5,0.17,0,15.9,,,,,,,,,,
10,17,5,0,0,0,0,16.3,2.3,0.17,0,16.3,,,,,,,,,,
10,17,6,18.958,2.432,45,9,17.4,2.5,0.17,12.224,17.636,,,,,,,,,,
10,17,7,490.131,456.91,311,45,19.9,3,0.17,155.262,23.496,,,,,,,,,,
10,17,8,232.183,208.102,2,75,23,3.3,0.17,72.279,24.617,,,,,,,,,,
10,17,9,1302.598,1240.587,179,254,25.5,3.5,0.17,398.31,34.125,,,,,,,,,,
10,17,10,1866.153,1784.173,332,270,27.2,3.7,0.17,581.577,39.402,,,,,,,,,,
10,17,11,1445.032,1377.974,96,353,28.4,3.8,0.17,454.413,37.761,,,,,,,,,,
10,17,12,756.2,713.551,16,230,29.1,4,0.17,239.108,33.879,,,,,,,,,,
10,17,13,1003.264,951.86,37,277,29.3,4.1,0.17,315.242,35.518,,,,,,,,,,
10,17,14,1118.03,1062.56,181,190,28.8,4.2,0.17,345.074,35.539,,,,,,,,,,
10,17,15,560.248,524.542,115,96,27.8,4.3,0.17,171.699,31.117,,,,,,,,,,
10,17,16,877.051,830.119,491,77,26.5,4,0.17,273.547,31.969,,,,,,,,,,
10,17,17,70.372,52.024,113,25,25.8,3.7,0.17,42.946,26.495,,,,,,,,,,
10,17,18,0,0,0,0,24.1,3.3,0.17,0,24.1,,,,,,,,,,
10,17,19,0,0,0,0,23.6,3,0.17,0,23.6,,,,,,,,,,
10,17,20,0,0,0,0,23.2,2.8,0.17,0,23.2,,,,,,,,,,
10,17,21,0,0,0,0,23,2.8,0.17,0,23,,,,,,,,,,
10,17,22,0,0,0,0,22.8,2.8,0.17,0,22.8,,,,,,,,,,
10,17,23,0,0,0,0,22.5,2.8,0.17,0,22.5,,,,,,,,,,
10,18,0,0,0,0,0,22.3,2.6,0.17,0,22.3,,,,,,,,,,
10,18,1,0,0,0,0,22,2.4,0.17,0,22,,,,,,,,,,
10,18,2,0,0,0,0,21.7,2.1,0.17,0,21.7,,,,,,,,,,
10,18,3,0,0,0,0,21.5,2,0.17,0,21.5,,,,,,,,,,
10,18,4,0,0,0,0,21.5,1.9,0.17,0,21.5,,,,,,,,,,
10,18,5,0,0,0,0,21.7,1.8,0.17,0,21.7,,,,,,,,,,
10,18,6,20.036,3.472,41,10,22.6,2.1,0.17,12.876,22.873,,,,,,,,,,
10,18,7,697.113,656.557,465,64,24.7,2.7,0.17,224.595,30.174,,,,,,,,,,
10,18,8,1580.17,1508.324,677,91,26.8,3.3,0.17,476.753,37.522,,,,,,,,,,
10,18,9,2199.64,2105.844,758,110,28.6,3.8,0.17,682.753,42.776,,,,,,,,,,
10,18,10,2693.641,2582.34,845,108,30,4,0.17,858.342,47.275,,,,,,,,,,
10,18,11,2925.798,2806.271,878,107,30.9,4.3,0.17,943.737,49.09,,,,,,,,,,
10,18,12,2484.654,2380.759,587,205,31.3,4.4,0.17,795.082,46.395,,,,,,,,,,
10,18,13,2278.981,2182.374,556,197,31.3,4.5,0.17,722.434,44.842,,,,,,,,,,
10,18,14,1982.241,1896.148,582,146,30.7,4.6,0.17,616.686,42.132,,,,,,,,,,
10,18,15,1762.201,1683.905,748,81,29.7,4.5,0.17,536.408,39.815,,,,,,,,,,
10,18,16,924.006,875.411,584,62,28.2,4,0.17,291.275,34.017,,,,,,,,,,
10,18,17,73.402,54.947,169,23,27.3,3.6,0.17,47.633,28.053,,,,,,,,,,
10,18,18,0,0,0,0,25,2.8,0.17,0,25,,,,,,,,,,
10,18,19,0,0,0,0,24.3,2.6,0.17,0,24.3,,,,,,,,,,
10,18,20,0,0,0,0,23.9,2.5,0.17,0,23.9,,,,,,,,,,
10,18,21,0,0,0,0,23.7,2.4,0.17,0,23.7,,,,,,,,,,
10,18,22,0,0,0,0,23.7,2.4,0.17,0,23.7,,,,,,,,,,
10,18,23,0,0,0,0,23.7,2.5,0.17,0,23.7,,,,,,,,,,
10,19,0,0,0,0,0,23.8,2.5,0.17,0,23.8,,,,,,,,,,
10,19,1,0,0,0,0,23.8,2.4,0.17,0,23.8,,,,,,,,,,
10,19,2,0,0,0,0,23.6,2.2,0.17,0,23.6,,,,,,,,,,
10,19,3,0,0,0,0,23.5,1.9,0.17,0,23.5,,,,,,,,,,
10,19,4,0,0,0,0,23.3,1.7,0.17,0,23.3,,,,,,,,,,
10,19,5,0,0,0,0,23.1,1.6,0.17,0,23.1,,,,,,,,,,
10,19,6,18.248,1.747,44,9,23.8,1.9,0.17,12.135,24.064,,,,,,,,,,
10,19,7,698.341,657.742,487,59,25.4,2.7,0.17,226.287,30.911,,,,,,,,,,
10,19,8,1582.246,1510.327,703,80,27.2,3.2,0.17,478.117,38.13,,,,,,,,,,
10,19,9,2207.275,2113.208,785,97,28.8,3.5,0.17,687.249,43.737,,,,,,,,,,
10,19,10,1909.961,1826.429,372,258,29.9,3.6,0.17,602.265,42.734,,,,,,,,,,
10,19,11,967.968,917.815,51,255,30.5,3.6,0.17,306.595,37.008,,,,,,,,,,
10,19,12,704.026,663.225,11,220,30.5,3.6,0.17,224.382,35.258,,,,,,,,,,
10,19,13,999.961,948.674,92,222,30.2,3.5,0.17,314.633,36.993,,,,,,,,,,
10,19,14,1990.681,1904.289,536,189,29.6,3.5,0.17,622.635,43.109,,,,,,,,,,
10,19,15,746.399,704.096,119,153,28.7,3.4,0.17,229.372,33.757,,,,,,,,,,
10,19,16,137.795,117.058,0,47,27.5,3,0.17,44.554,28.547,,,,,,,,,,
10,19,17,30.176,13.253,15,16,26.8,2.7,0.17,17.425,27.153,,,,,,,,,,
10,19,18,0,0,0,0,24.8,2.4,0.17,0,24.8,,,,,,,,,,
10,19,19,0,0,0,0,24.2,2.3,0.17,0,24.2,,,,,,,,,,
10,19,20,0,0,0,0,23.8,2.2,0.17,0,23.8,,,,,,,,,,
10,19,21,0,0,0,0,23.6,2.1,0.17,0,23.6,,,,,,,,,,
10,19,22,0,0,0,0,23.4,2.1,0.17,0,23.4,,,,,,,,,,
10,19,23,0,0,0,0,23.3,2.1,0.17,0,23.3,,,,,,,,,,
10,20,0,0,0,0,0,23.1,1.9,0.17,0,23.1,,,,,,,,,,
10,20,1,0,0,0,0,22.7,1.7,0.17,0,22.7,,,,,,,,,,
10,20,2,0,0,0,0,22.3,1.4,0.17,0,22.3,,,,,,,,,,
10,20,3,0,0,0,0,21.8,1.2,0.17,0,21.8,,,,,,,,,,
10,20,4,0,0,0,0,21.5,1.1,0.17,0,21.5,,,,,,,,,,
10,20,5,0,0,0,0,21.3,1,0.17,0,21.3,,,,,,,,,,
10,20,6,18.592,2.079,47,9,22.1,1.2,0.17,12.365,22.412,,,,,,,,,,
10,20,7,703.814,663.021,493,59,24,1.8,0.17,227.972,30.603,,,,,,,,,,
10,20,8,1582.701,1510.766,704,82,26.1,2.2,0.17,480.298,39.216,,,,,,,,,,
10,20,9,2218.557,2124.09,811,91,27.9,2.3,0.17,698.429,46.559,,,,,,,,,,
10,20,10,2640.278,2530.868,865,97,29.4,2.5,0.17,854.918,51.356,,,,,,,,,,
10,20,11,2870.527,2752.959,892,98,30.4,2.7,0.17,943.538,53.748,,,,,,,,,,
10,20,12,2901.49,2782.824,899,96,30.9,2.9,0.17,953.909,53.695,,,,,,,,,,
10,20,13,2367.122,2267.391,640,165,31,3.2,0.17,759.481,48.26,,,,,,,,,,
10,20,14,2344.499,2245.57,844,85,30.5,3.6,0.17,738.276,46.298,,,,,,,,,,
10,20,15,1758.687,1680.515,765,75,29.4,3.8,0.17,536.51,40.57,,,,,,,,,,
10,20,16,910.54,862.422,599,56,27.8,3.6,0.17,288.016,33.898,,,,,,,,,,
10,20,17,64.481,46.342,162,20,26.8,3.3,0.17,42.652,27.499,,,,,,,,,,
10,20,18,0,0,0,0,24.4,2.5,0.17,0,24.4,,,,,,,,,,
10,20,19,0,0,0,0,23.7,2.2,0.17,0,23.7,,,,,,,,,,
10,20,20,0,0,0,0,23.2,1.9,0.17,0,23.2,,,,,,,,,,
10,20,21,0,0,0,0,22.8,1.6,0.17,0,22.8,,,,,,,,,,
10,20,22,0,0,0,0,22.4,1.4,0.17,0,22.4,,,,,,,,,,
10,20,23,0,0,0,0,22.1,1.3,0.17,0,22.1,,,,,,,,,,
10,21,0,0,0,0,0,21.9,1.2,0.17,0,21.9,,,,,,,,,,
10,21,1,0,0,0,0,21.8,1.2,0.17,0,21.8,,,,,,,,,,
10,21,2,0,0,0,0,21.7,1.1,0.17,0,21.7,,,,,,,,,,
