Month,Day,Hour,DC Output (W),AC Output (W),Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (W/m2),Cell Temperature (C),,,,,,,,,,
8,21,3,0,0,0,0,26,1.7,0.18,0,26,,,,,,,,,,
8,21,4,0,0,0,0,25,1.5,0.18,0,25,,,,,,,,,,
8,21,5,0,0,0,0,25,1.6,0.18,0,25,,,,,,,,,,
8,21,6,136.362,115.675,146,48,27,2.1,0.18,51.831,28.367,,,,,,,,,,
8,21,7,763.855,720.935,447,110,28,3,0.18,247.071,33.73,,,,,,,,,,
8,21,8,1549.751,1478.983,598,149,30,3.6,0.18,478.431,40.234,,,,,,,,,,
8,21,9,2183.365,2090.145,688,174,31,3.8,0.18,693.024,45.343,,,,,,,,,,
8,21,10,2644.16,2534.613,737,191,32,3.9,0.18,860.515,49.515,,,,,,,,,,
8,21,11,2900.166,2781.547,759,203,33,4,0.18,959.518,52.229,,,,,,,,,,
8,21,12,2969.179,2848.115,761,210,34,4.1,0.18,989.471,53.541,,,,,,,,,,
8,21,13,2859.544,2742.365,743,210,34,4.2,0.18,946.592,52.439,,,,,,,,,,
8,21,14,2552.818,2446.507,706,202,33,4.4,0.18,827.23,48.693,,,,,,,,,,
8,21,15,2031.874,1944.023,602,207,32,4.5,0.18,641.635,44.031,,,,,,,,,,
8,21,16,1376.502,1311.873,505,170,31,4.3,0.18,425.162,39.21,,,,,,,,,,
8,21,17,606.792,569.437,335,116,30,3.8,0.18,200.486,34.084,,,,,,,,,,
8,21,18,68.418,50.139,45,32,28,3.3,0.18,28.582,28.596,,,,,,,,,,
8,21,19,0,0,0,0,27,3,0.18,0,27,,,,,,,,,,
8,21,20,0,0,0,0,26,2.8,0.18,0,26,,,,,,,,,,
8,21,21,0,0,0,0,26,2.6,0.18,0,26,,,,,,,,,,
8,21,22,0,0,0,0,26,2.5,0.18,0,26,,,,,,,,,,
8,21,23,0,0,0,0,25,2.2,0.18,0,25,,,,,,,,,,
8,22,0,0,0,0,0,25,1.9,0.18,0,25,,,,,,,,,,
8,22,1,0,0,0,0,25,1.7,0.18,0,25,,,,,,,,,,
8,22,2,0,0,0,0,25,1.5,0.18,0,25,,,,,,,,,,
8,22,3,0,0,0,0,24,1.2,0.18,0,24,,,,,,,,,,
8,22,4,0,0,0,0,24,1.1,0.18,0,24,,,,,,,,,,
8,22,5,0,0,0,0,24,1,0.18,0,24,,,,,,,,,,
8,22,6,133.04,112.472,170,46,26,1.5,0.18,51.638,27.534,,,,,,,,,,
8,22,7,774.212,730.925,498,99,28,2.1,0.18,252.585,34.895,,,,,,,,,,
8,22,8,1573.247,1501.647,668,123,30,2.2,0.18,490.959,43.367,,,,,,,,,,
8,22,9,2174.418,2081.516,759,137,32,2.1,0.18,707.265,51.583,,,,,,,,,,
8,22,10,2599.883,2491.904,805,148,33,2,0.18,874.793,57.663,,,,,,,,,,
8,22,11,2847.196,2730.454,826,155,34,2.1,0.18,977.068,60.971,,,,,,,,,,
8,22,12,2441.327,2338.967,397,414,35,2.4,0.18,828.63,56.528,,,,,,,,,,
8,22,13,2808.363,2692.997,789,175,35,2.8,0.18,951.241,58.056,,,,,,,,,,
8,22,14,2088.74,1998.873,363,362,34,3.2,0.18,683.871,49.478,,,,,,,,,,
8,22,15,2059.934,1971.089,704,152,33,3.4,0.18,658.101,47.49,,,,,,,,,,
8,22,16,1407.086,1341.373,612,127,32,3.4,0.18,437.813,41.659,,,,,,,,,,
8,22,17,606.7,569.348,443,91,31,3,0.18,205.76,35.728,,,,,,,,,,
8,22,18,58.498,40.571,99,30,29,2.5,0.18,26.533,29.618,,,,,,,,,,
8,22,19,0,0,0,0,27,2.3,0.18,0,27,,,,,,,,,,
8,22,20,0,0,0,0,27,2.1,0.18,0,27,,,,,,,,,,
8,22,21,0,0,0,0,26,1.9,0.18,0,26,,,,,,,,,,
8,22,22,0,0,0,0,26,1.7,0.18,0,26,,,,,,,,,,
8,22,23,0,0,0,0,25,1.5,0.18,0,25,,,,,,,,,,
8,23,0,0,0,0,0,25,1.4,0.18,0,25,,,,,,,,,,
8,23,1,0,0,0,0,25,1.2,0.18,0,25,,,,,,,,,,
8,23,2,0,0,0,0,24,1.1,0.18,0,24,,,,,,,,,,
8,23,3,0,0,0,0,24,0.9,0.18,0,24,,,,,,,,,,
8,23,4,0,0,0,0,24,0.8,0.18,0,24,,,,,,,,,,
8,23,5,0,0,0,0,25,0.7,0.18,0,25,,,,,,,,,,
8,23,6,122.981,102.769,213,42,27,1,0.18,50.4,28.659,,,,,,,,,,
8,23,7,768.311,725.232,522,90,29,1.5,0.18,253.287,36.843,,,,,,,,,,
8,23,8,1552.742,1481.868,671,117,30,1.7,0.18,487.129,44.693,,,,,,,,,,
8,23,9,2161.111,2068.68,764,130,31,1.7,0.18,704.531,52.19,,,,,,,,,,
8,23,10,2594.075,2486.302,812,139,32,1.8,0.18,872.419,57.636,,,,,,,,,,
8,23,11,2837.123,2720.738,837,144,33,2,0.18,970.259,60.329,,,,,,,,,,
8,23,12,2935.238,2815.376,848,143,34,2.5,0.18,1002.246,59.629,,,,,,,,,,
8,23,13,2016.106,1928.813,211,456,34,2.9,0.18,667.021,49.833,,,,,,,,,,
8,23,14,1623.694,1550.306,160,387,34,3.2,0.18,527.829,45.93,,,,,,,,,,
8,23,15,1457.812,1390.302,219,312,33,3.4,0.18,464.578,43.199,,,,,,,,,,
8,23,16,1422.107,1355.862,654,111,32,3.5,0.18,441.968,41.602,,,,,,,,,,
8,23,17,608.005,570.607,485,81,31,3.1,0.18,207.815,35.685,,,,,,,,,,
8,23,18,46.406,28.907,129,27,29,2.5,0.18,23.042,29.519,,,,,,,,,,
8,23,19,0,0,0,0,27,2.3,0.18,0,27,,,,,,,,,,
8,23,20,0,0,0,0,27,2,0.18,0,27,,,,,,,,,,
8,23,21,0,0,0,0,26,1.7,0.18,0,26,,,,,,,,,,
8,23,22,0,0,0,0,26,1.5,0.18,0,26,,,,,,,,,,
8,23,23,0,0,0,0,26,1.2,0.18,0,26,,,,,,,,,,
8,24,0,0,0,0,0,25,1.1,0.18,0,25,,,,,,,,,,
8,24,1,0,0,0,0,25,1,0.18,0,25,,,,,,,,,,
8,24,2,0,0,0,0,25,0.8,0.18,0,25,,,,,,,,,,
8,24,3,0,0,0,0,25,0.7,0.18,0,25,,,,,,,,,,
8,24,4,0,0,0,0,25,0.6,0.18,0,25,,,,,,,,,,
8,24,5,0,0,0,0,25,0.5,0.18,0,25,,,,,,,,,,
8,24,6,119.952,99.847,243,40,26,0.5,0.18,50.569,27.885,,,,,,,,,,
8,24,7,775.205,731.882,557,83,28,0.5,0.18,257.665,38.29,,,,,,,,,,
8,24,8,1541.585,1471.107,711,105,30,0.3,0.18,497.18,51.479,,,,,,,,,,
8,24,9,2102.656,2012.297,792,119,32,0.4,0.18,714.615,61.861,,,,,,,,,,
8,24,10,2521.17,2415.981,837,128,34,0.9,0.18,879.092,65.89,,,,,,,,,,
8,24,11,2794.87,2679.982,860,133,35,1.4,0.18,982.249,66.494,,,,,,,,,,
8,24,12,2884.486,2766.423,855,142,36,1.9,0.18,1008.579,64.988,,,,,,,,,,
8,24,13,2798.081,2683.08,843,140,36,2.3,0.18,961.105,61.527,,,,,,,,,,
8,24,14,2528.018,2422.586,814,134,36,2.6,0.18,847.624,57.32,,,,,,,,,,
8,24,15,2062.228,1973.301,762,124,35,2.8,0.18,668.246,51.258,,,,,,,,,,
8,24,16,1081.198,1027.032,282,202,34,2.9,0.18,341.189,42.159,,,,,,,,,,
8,24,17,601.902,564.72,500,78,32,2.4,0.18,207.976,37.297,,,,,,,,,,
8,24,18,37.906,20.708,134,25,30,2.1,0.18,21.043,30.488,,,,,,,,,,
8,24,19,0,0,0,0,28,2.2,0.18,0,28,,,,,,,,,,
8,24,20,0,0,0,0,27,2.1,0.18,0,27,,,,,,,,,,
8,24,21,0,0,0,0,27,1.8,0.18,0,27,,,,,,,,,,
8,24,22,0,0,0,0,26,1.5,0.18,0,26,,,,,,,,,,
8,24,23,0,0,0,0,26,1.2,0.18,0,26,,,,,,,,,,
8,25,0,0,0,0,0,25,1.1,0.18,0,25,,,,,,,,,,
8,25,1,0,0,0,0,25,0.9,0.18,0,25,,,,,,,,,,
8,25,2,0,0,0,0,25,0.8,0.18,0,25,,,,,,,,,,
8,25,3,0,0,0,0,25,0.8,0.18,0,25,,,,,,,,,,
8,25,4,0,0,0,0,24,0.8,0.18,0,24,,,,,,,,,,
8,25,5,0,0,0,0,24,1.1,0.18,0,24,,,,,,,,,,
8,25,6,126.554,106.215,153,44,26,1.8,0.18,49.182,27.368,,,,,,,,,,
8,25,7,757.324,714.634,448,107,28,2,0.18,246.018,34.861,,,,,,,,,,
8,25,8,1527.306,1457.333,609,143,30,1.5,0.18,480.806,45.151,,,,,,,,,,
8,25,9,1795.06,1715.6,408,285,32,0.7,0.18,597.167,54.847,,,,,,,,,,
8,25,10,2204.014,2110.063,491,318,34,0.5,0.18,771.138,65.164,,,,,,,,,,
8,25,11,2291.943,2194.876,426,363,35,0.9,0.18,801.979,63.992,,,,,,,,,,
8,25,12,2343.443,2244.551,371,425,36,1.4,0.18,815.197,62.055,,,,,,,,,,
8,25,13,2181.983,2088.813,346,397,36,1.7,0.18,745.35,58.292,,,,,,,,,,
8,25,14,2443.552,2341.113,723,189,36,2,0.18,827.943,59.342,,,,,,,,,,
8,25,15,1610.924,1537.988,331,287,35,2.3,0.18,522.979,48.903,,,,,,,,,,
8,25,16,1322.226,1259.52,519,159,34,2.2,0.18,419.099,45.399,,,,,,,,,,
8,25,17,343.416,315.393,40,106,32,1.6,0.18,111.211,35.409,,,,,,,,,,
8,25,18,36.636,19.484,52,23,30,1.2,0.18,20.601,30.579,,,,,,,,,,
8,25,19,0,0,0,0,28,1.2,0.18,0,28,,,,,,,,,,
8,25,20,0,0,0,0,28,1.2,0.18,0,28,,,,,,,,,,
8,25,21,0,0,0,0,27,1.1,0.18,0,27,,,,,,,,,,
8,25,22,0,0,0,0,27,0.8,0.18,0,27,,,,,,,,,,
8,25,23,0,0,0,0,26,0.6,0.18,0,26,,,,,,,,,,
8,26,0,0,0,0,0,26,0.3,0.18,0,26,,,,,,,,,,
8,26,1,0,0,0,0,26,0.2,0.18,0,26,,,,,,,,,,
8,26,2,0,0,0,0,25,0.3,0.18,0,25,,,,,,,,,,
8,26,3,0,0,0,0,25,0.5,0.18,0,25,,,,,,,,,,
8,26,4,0,0,0,0,25,0.9,0.18,0,25,,,,,,,,,,
8,26,5,0,0,0,0,25,1.5,0.18,0,25,,,,,,,,,,
8,26,6,122.761,102.557,127,43,25,2,0.18,46.839,26.257,,,,,,,,,,
8,26,7,745.57,703.297,412,112,27,2.3,0.18,240.069,33.318,,,,,,,,,,
8,26,8,1522.489,1452.687,572,152,28,2.4,0.18,470.22,40.318,,,,,,,,,,
8,26,9,2131.722,2040.332,657,181,29,2.4,0.18,680.678,46.781,,,,,,,,,,
8,26,10,2574.382,2467.307,698,205,30,2.6,0.18,843.772,51.203,,,,,,,,,,
8,26,11,2033.048,1945.155,199,462,31,2.7,0.18,666.136,47.37,,,,,,,,,,
8,26,12,2158.702,2066.357,228,473,32,2.8,0.18,712.82,49.21,,,,,,,,,,
8,26,13,2221.79,2127.209,291,435,32,2.9,0.18,731.589,49.378,,,,,,,,,,
8,26,14,1749.181,1671.346,192,396,32,3.1,0.18,565.107,44.988,,,,,,,,,,
8,26,15,1776.872,1698.056,414,264,31,3.2,0.18,562.789,43.776,,,,,,,,,,
8,26,16,180.688,158.431,0,62,30,3.1,0.18,58.85,31.358,,,,,,,,,,
8,26,17,355.786,327.325,50,106,29,2.5,0.18,113.729,31.907,,,,,,,,,,
8,26,18,25.362,8.609,0,15,28,2,0.18,14.207,28.336,,,,,,,,,,
8,26,19,0,0,0,0,27,1.8,0.18,0,27,,,,,,,,,,
8,26,20,0,0,0,0,27,1.6,0.18,0,27,,,,,,,,,,
8,26,21,0,0,0,0,26,1.3,0.18,0,26,,,,,,,,,,
8,26,22,0,0,0,0,26,1.1,0.18,0,26,,,,,,,,,,
8,26,23,0,0,0,0,25,1,0.18,0,25,,,,,,,,,,
8,27,0,0,0,0,0,25,1,0.18,0,25,,,,,,,,,,
8,27,1,0,0,0,0,25,1.1,0.18,0,25,,,,,,,,,,
8,27,2,0,0,0,0,24,1.3,0.18,0,24,,,,,,,,,,
8,27,3,0,0,0,0,24,1.7,0.18,0,24,,,,,,,,,,
8,27,4,0,0,0,0,24,2,0.18,0,24,,,,,,,,,,
8,27,5,0,0,0,0,24,2.5,0.18,0,24,,,,,,,,,,
8,27,6,118.739,98.678,168,41,26,3.2,0.18,47.435,27.01,,,,,,,,,,
8,27,7,756.18,713.532,461,100,28,3.9,0.18,244.076,32.915,,,,,,,,,,
8,27,8,1554.198,1483.272,613,136,30,4.3,0.18,477.212,39.224,,,,,,,,,,
8,27,9,2185.092,2091.811,700,158,31,4.3,0.18,689.81,44.295,,,,,,,,,,
8,27,10,2633.781,2524.602,745,175,32,4.3,0.18,852.198,48.392,,,,,,,,,,
8,27,11,1544.39,1473.812,69,432,33,4.3,0.18,499.754,42.557,,,,,,,,,,
8,27,12,2955.914,2835.32,759,197,33,4.3,0.18,976.648,51.759,,,,,,,,,,
8,27,13,1755.994,1677.918,116,448,33,4.4,0.18,568.539,43.731,,,,,,,,,,
8,27,14,973.858,923.496,23,303,33,4.5,0.18,312.546,38.822,,,,,,,,,,
8,27,15,1673.13,1597.99,347,280,32,4.5,0.18,526.882,41.868,,,,,,,,,,
8,27,16,1083.014,1028.784,287,194,31,4.4,0.18,335.032,37.375,,,,,,,,,,
8,27,17,466.36,433.981,216,102,30,3.8,0.18,154.006,33.143,,,,,,,,,,
8,27,18,32.166,15.172,0,19,28,3,0.18,17.8,28.351,,,,,,,,,,
8,27,19,0,0,0,0,27,2.4,0.18,0,27,,,,,,,,,,
8,27,20,0,0,0,0,26,2,0.18,0,26,,,,,,,,,,
8,27,21,0,0,0,0,26,1.7,0.18,0,26,,,,,,,,,,
8,27,22,0,0,0,0,26,1.6,0.18,0,26,,,,,,,,,,
8,27,23,0,0,0,0,26,1.6,0.18,0,26,,,,,,,,,,
8,28,0,0,0,0,0,26,1.7,0.18,0,26,,,,,,,,,,
8,28,1,0,0,0,0,26,1.8,0.18,0,26,,,,,,,,,,
8,28,2,0,0,0,0,26,1.7,0.18,0,26,,,,,,,,,,
8,28,3,0,0,0,0,25,1.6,0.18,0,25,,,,,,,,,,
8,28,4,0,0,0,0,25,1.5,0.18,0,25,,,,,,,,,,
8,28,5,0,0,0,0,25,1.7,0.18,0,25,,,,,,,,,,
8,28,6,75.52,56.989,0,28,26,2.2,0.18,26.521,26.708,,,,,,,,,,
8,28,7,380.495,351.158,20,119,28,2.8,0.18,119.275,30.899,,,,,,,,,,
8,28,8,940.517,891.336,114,232,29,3.2,0.18,291.626,35.624,,,,,,,,,,
8,28,9,1120.057,1064.515,65,310,30,3.4,0.18,353.564,37.747,,,,,,,,,,
8,28,10,1855.334,1773.738,204,409,31,3.6,0.18,596.301,43.654,,,,,,,,,,
8,28,11,2135.9,2044.362,235,455,32,3.9,0.18,695.122,46.091,,,,,,,,,,
8,28,12,1658.728,1584.099,81,453,32,4.2,0.18,536.098,42.393,,,,,,,,,,
8,28,13,1866.865,1784.86,144,452,31,4.4,0.18,599.954,42.327,,,,,,,,,,
8,28,14,903.165,855.308,18,282,31,4.5,0.18,287.631,36.358,,,,,,,,,,
8,28,15,1466.859,1399.028,223,303,30,4.4,0.18,458.375,38.695,,,,,,,,,,
8,28,16,919.831,871.383,164,206,29,4.2,0.18,283.292,34.538,,,,,,,,,,
8,28,17,478.654,445.839,253,97,28,3.5,0.18,158.137,31.369,,,,,,,,,,
8,28,18,31.709,14.731,8,19,27,2.5,0.17,17.475,27.376,,,,,,,,,,
8,28,19,0,0,0,0,26,1.9,0.17,0,26,,,,,,,,,,
8,28,20,0,0,0,0,26,1.6,0.17,0,26,,,,,,,,,,
8,28,21,0,0,0,0,26,1.7,0.17,0,26,,,,,,,,,,
8,28,22,0,0,0,0,26,1.9,0.17,0,26,,,,,,,,,,
8,28,23,0,0,0,0,26,2.1,0.17,0,26,,,,,,,,,,
8,29,0,0,0,0,0,26,2,0.17,0,26,,,,,,,,,,
8,29,1,0,0,0,0,26,1.9,0.17,0,26,,,,,,,,,,
8,29,2,0,0,0,0,26,1.7,0.17,0,26,,,,,,,,,,
8,29,3,0,0,0,0,25,1.5,0.17,0,25,,,,,,,,,,
8,29,4,0,0,0,0,25,1.2,0.17,0,25,,,,,,,,,,
8,29,5,0,0,0,0,25,1.2,0.17,0,25,,,,,,,,,,
8,29,6,103.911,84.375,36,38,26,1.5,0.17,37.585,27.146,,,,,,,,,,
8,29,7,401.949,371.852,31,121,27,2.1,0.17,125.744,30.479,,,,,,,,,,
8,29,8,274.027,248.463,0,92,28,2.7,0.17,87.422,30.158,,,,,,,,,,
8,29,9,1882.054,1799.511,422,268,29,3.3,0.17,592.995,42.24,,,,,,,,,,
8,29,10,2011.986,1924.839,263,398,30,3.6,0.17,645.199,43.699,,,,,,,,,,
8,29,11,179.409,157.198,0,63,30,3.8,0.17,60.019,31.232,,,,,,,,,,
8,29,12,778.234,734.804,12,246,30,3.9,0.17,249.373,35.043,,,,,,,,,,
8,29,13,1184.543,1126.716,28,353,30,3.8,0.17,378.255,37.768,,,,,,,,,,
8,29,14,1066.058,1012.429,29,316,29,3.6,0.17,337.367,36.151,,,,,,,,,,
8,29,15,1059.8,1006.392,67,289,28,3.4,0.17,330.658,35.251,,,,,,,,,,
8,29,16,464.494,432.181,1,151,27,3.2,0.17,144.603,30.283,,,,,,,,,,
8,29,17,437.501,406.144,169,102,26,2.7,0.17,141.636,29.461,,,,,,,,,,
8,29,18,27.345,10.522,0,16,26,2.4,0.17,15.104,26.331,,,,,,,,,,
8,29,19,0,0,0,0,25,2.4,0.17,0,25,,,,,,,,,,
8,29,20,0,0,0,0,25,2.3,0.17,0,25,,,,,,,,,,
8,29,21,0,0,0,0,25,2.2,0.17,0,25,,,,,,,,,,
8,29,22,0,0,0,0,25,2,0.17,0,25,,,,,,,,,,
8,29,23,0,0,0,0,25,1.7,0.17,0,25,,,,,,,,,,
8,30,0,0,0,0,0,25,1.4,0.17,0,25,,,,,,,,,,
8,30,1,0,0,0,0,25,1.2,0.17,0,25,,,,,,,,,,
